answer_id,question_id,answer_index,answer_pl,answer_en,answer_style,axis_primary_delta,axis_secondary_delta,hidden_parameter_delta,rarity_weight,comparison_insight_pl,comparison_insight_en,top_archetype,archetype_sum_check,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
TO99Q1513_A1,TO99Q1513,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,8,9,4,17,10,2,5,4,32,2,2,5
TO99Q1513_A2,TO99Q1513,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,2,7,2,5,6,31,2,10,4,9,11,11
TO99Q1513_A3,TO99Q1513,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,14,6,10,2,2,2,3,3,9,2,32,15
TO99Q1513_A4,TO99Q1513,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,4,15,29,3,2,15,3,2,9,2,13
TO99Q1514_A1,TO99Q1514,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,9,11,5,15,30,6,1,4,8,3,2,6
TO99Q1514_A2,TO99Q1514,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,8,4,3,3,3,24,7,12,2,17,14,3
TO99Q1514_A3,TO99Q1514,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,7,4,13,3,2,4,2,5,6,8,15,31
TO99Q1514_A4,TO99Q1514,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,5,5,14,13,1,4,11,3,14,4,2,24
TO99Q1515_A1,TO99Q1515,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.59,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,29,14,13,1,11,3,5,5,11,3,3,2
TO99Q1515_A2,TO99Q1515,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.62,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,3,3,11,3,2,9,5,38,3,10,10,3
TO99Q1515_A3,TO99Q1515,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.65,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,10,4,16,3,3,8,3,5,3,5,23,17
TO99Q1515_A4,TO99Q1515,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.68,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,5,4,11,13,3,5,28,5,3,1,13,9
TO99Q1516_A1,TO99Q1516,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,16,8,4,5,25,5,2,5,8,3,4,15
TO99Q1516_A2,TO99Q1516,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.61,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,2,2,2,6,3,8,2,15,3,10,31,16
TO99Q1516_A3,TO99Q1516,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.64,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,32,3,12,8,5,3,4,5,2,2,11,13
TO99Q1516_A4,TO99Q1516,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.67,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,5,5,12,25,6,5,10,6,2,5,11,8
TO99Q1517_A1,TO99Q1517,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,28,9,3,4,13,4,5,11,9,4,6,4
TO99Q1517_A2,TO99Q1517,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.18,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,17,2,5,6,3,24,5,16,3,10,8,1
TO99Q1517_A3,TO99Q1517,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,30,3,11,5,3,2,4,8,3,4,14,13
TO99Q1517_A4,TO99Q1517,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,2,10,15,10,4,3,34,5,3,2,4,8
TO99Q1518_A1,TO99Q1518,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,10,8,6,4,14,4,5,3,30,9,2,5
TO99Q1518_A2,TO99Q1518,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.61,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,5,2,3,4,3,9,3,16,10,9,34,2
TO99Q1518_A3,TO99Q1518,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.64,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,15,3,16,6,7,5,5,2,5,3,11,22
TO99Q1518_A4,TO99Q1518,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.67,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,2,3,11,12,4,3,11,4,5,6,13,26
TO99Q1519_A1,TO99Q1519,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.28,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,9,14,5,4,31,8,4,6,9,5,2,3
TO99Q1519_A2,TO99Q1519,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,4,4,4,2,3,28,5,12,13,12,8,5
TO99Q1519_A3,TO99Q1519,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,9,3,14,6,2,5,1,15,2,4,15,24
TO99Q1519_A4,TO99Q1519,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,4,2,9,27,2,3,14,2,12,4,6,15
TO99Q1520_A1,TO99Q1520,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.47,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,11,15,1,3,10,5,5,6,20,3,6,15
TO99Q1520_A2,TO99Q1520,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.5,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,6,3,1,15,4,10,6,14,2,8,29,2
TO99Q1520_A3,TO99Q1520,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.52,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,15,2,14,7,3,4,4,4,5,5,14,23
TO99Q1520_A4,TO99Q1520,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.55,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,1,15,36,7,2,10,3,3,4,3,13
TO99Q1521_A1,TO99Q1521,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,10,23,5,2,10,7,5,12,13,5,3,5
TO99Q1521_A2,TO99Q1521,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,2,6,5,10,11,3,15,2,23,16,4
TO99Q1521_A3,TO99Q1521,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.46,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,16,3,23,4,6,7,6,4,2,5,14,10
TO99Q1521_A4,TO99Q1521,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,14,4,9,8,6,6,7,4,3,3,5,31
TO99Q1522_A1,TO99Q1522,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.16,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,9,14,5,2,23,6,14,5,12,4,2,4
TO99Q1522_A2,TO99Q1522,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.19,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,2,10,5,4,4,33,2,8,4,9,13,6
TO99Q1522_A3,TO99Q1522,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.21,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,9,4,30,4,3,3,6,2,8,5,12,14
TO99Q1522_A4,TO99Q1522,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.24,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,8,3,9,28,3,2,8,7,5,4,6,17
TO99Q1523_A1,TO99Q1523,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,22,12,15,5,9,5,4,4,11,6,4,3
TO99Q1523_A2,TO99Q1523,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,3,6,2,2,2,14,6,12,4,11,24,14
TO99Q1523_A3,TO99Q1523,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.31,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,28,3,8,6,7,2,3,3,6,4,17,13
TO99Q1523_A4,TO99Q1523,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,1,14,14,7,4,6,16,2,5,4,3,24
TO99Q1524_A1,TO99Q1524,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,0.98,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,9,12,6,6,9,5,5,11,25,2,5,5
TO99Q1524_A2,TO99Q1524,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.02,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,3,5,7,3,3,12,5,12,4,10,30,6
TO99Q1524_A3,TO99Q1524,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.04,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,8,4,11,14,4,2,3,2,6,3,11,32
TO99Q1524_A4,TO99Q1524,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.07,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,4,3,27,10,3,2,14,6,8,6,3,14
TO99Q1525_A1,TO99Q1525,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,15,9,4,5,9,4,9,3,28,4,5,5
TO99Q1525_A2,TO99Q1525,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,2,2,3,6,3,28,3,15,2,15,14,7
TO99Q1525_A3,TO99Q1525,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.14,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,12,2,25,4,3,5,11,5,3,3,14,13
TO99Q1525_A4,TO99Q1525,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.17,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,6,5,13,11,14,3,10,3,2,3,2,28
TO99Q1526_A1,TO99Q1526,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.35,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,8,11,4,11,32,2,5,2,11,5,3,6
TO99Q1526_A2,TO99Q1526,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.39,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,4,2,2,5,4,12,5,14,14,23,13,2
TO99Q1526_A3,TO99Q1526,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,9,4,24,2,5,13,5,2,6,6,10,14
TO99Q1526_A4,TO99Q1526,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,6,3,24,12,3,2,15,16,3,4,5,7
TO99Q1527_A1,TO99Q1527,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.29,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,13,14,1,11,32,2,6,6,8,3,2,2
TO99Q1527_A2,TO99Q1527,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.32,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,4,3,15,5,4,11,2,10,6,8,29,3
TO99Q1527_A3,TO99Q1527,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.34,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,20,5,10,5,4,15,5,1,5,6,10,14
TO99Q1527_A4,TO99Q1527,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,6,12,27,11,5,4,10,2,4,4,4,11
TO99Q1528_A1,TO99Q1528,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,0.99,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,11,8,6,3,14,3,3,9,31,5,2,5
TO99Q1528_A2,TO99Q1528,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,1,5,4,3,6,7,3,33,3,12,12,11
TO99Q1528_A3,TO99Q1528,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.05,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,29,5,10,1,11,5,5,5,5,4,12,8
TO99Q1528_A4,TO99Q1528,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,2,4,32,11,5,3,12,3,9,6,3,10
TO99Q1529_A1,TO99Q1529,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,14,31,4,3,9,2,13,3,10,3,3,5
TO99Q1529_A2,TO99Q1529,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,4,3,4,6,4,15,5,23,11,12,11,2
TO99Q1529_A3,TO99Q1529,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.39,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,9,4,10,2,3,4,4,6,18,2,12,26
TO99Q1529_A4,TO99Q1529,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.42,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,4,5,13,21,4,16,9,2,5,3,6,12
TO99Q1530_A1,TO99Q1530,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,0.97,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,12,29,4,6,15,2,4,1,13,3,2,9
TO99Q1530_A2,TO99Q1530,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.01,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,7,6,6,5,3,16,3,23,8,9,12,2
TO99Q1530_A3,TO99Q1530,3,"Sprawdzam, co zostało przemilczane.",I check what has been left unsaid.,symbolic,-1,0,1,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,13,4,24,2,5,2,4,8,6,5,13,14
TO99Q1530_A4,TO99Q1530,4,"Pytam, komu ta odpowiedź ma służyć.",I ask whom this answer is meant to serve.,relational,1,1,1,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,6,9,11,12,3,6,9,2,5,4,5,28
TO99Q1531_A1,TO99Q1531,1,Szukam pułapki w samym sformułowaniu.,I look for the trap in the wording itself.,analytical,-1,-1,0,1.32,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,14,11,2,3,13,4,3,3,30,5,4,8
TO99Q1531_A2,TO99Q1531,2,"Wybieram pierwszą odpowiedź, która wydaje się logiczna.",I choose the first answer that seems logical.,bold,3,3,1,1.35,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,4,4,8,4,14,3,12,5,28,10,5
