id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category;canon_version;safety_label;statistic_source_label;allowed_actions;reveal_template_id;sensitivity_level;controversy_level;content_contract_status
TO99-P254;premium;question;rare;57;risk;3;4;7;What would it mean for you to take a risk and fully fail — publicly?;choice;It would be devastating | It would be hard but manageable | It would be clarifying | It would depend on how I failed;risk;"{""risk"": -3, ""security"": -4}";public_failure_meaning;The meaning of public failure is revealing.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What would it mean for you to take a risk and fully fail — publicly?;It would be devastating | It would be hard but manageable | It would be clarifying | It would depend on how I failed;The next question goes deeper.;The meaning of public failure is revealing.;How you imagine public failure lands reveals much about your relationship with judgment.;The Observer;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P255;premium;question;uncommon;45;risk;2;3;6;What is the most important risk you are considering right now?;choice;In relationships | In work or career | In self-expression | In life direction;risk;"{""risk"": 3, ""change"": 3}";current_risk;Present risk awareness is a sign of engagement.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the most important risk you are considering right now?;In relationships | In work or career | In self-expression | In life direction;The next question goes deeper.;Present risk awareness is a sign of engagement.;Knowing what you're currently weighing is already a step.;The Seeker;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P256;premium;question;rare;58;risk;3;4;7;Where do you invest most of your protective energy — keeping things intact, or creating the possibility of something better?;binary;Keeping things intact | Creating better possibilities;risk;"{""risk"": -2, ""security"": 3}";protection_vs_creation;Where protective energy goes reveals priorities.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Where do you invest most of your protective energy — keeping things intact, or creating the possibility of something better?;Keeping things intact | Creating better possibilities;The next question goes deeper.;Where protective energy goes reveals priorities.;Preservation and creation compete for the same energy.;The Architect;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P257;premium;question;uncommon;43;risk;2;3;5;What kind of failure has been hardest to learn from?;choice;Failures caused by my own judgment | Failures caused by trusting others | Failures caused by circumstances | Failures I caused for people I care about;risk;"{""risk"": -2, ""security"": -2}";failure_type;Not all failures teach the same lessons.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What kind of failure has been hardest to learn from?;Failures caused by my own judgment | Failures caused by trusting others | Failures caused by circumstances | Failures I caused for people I care about;The next question goes deeper.;Not all failures teach the same lessons.;The kind of failure that sits heaviest reveals what you hold yourself responsible for.;The Guardian;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P258;premium;question;rare;56;risk;3;4;7;If you had no financial pressure for a year, what risk would you take?;choice;A creative project | A relationship change | A career restart | A geographic or life shift;risk;"{""risk"": 4, ""independence"": 3}";financial_freedom_risk;What you'd do with financial security removed reveals constrained desires.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you had no financial pressure for a year, what risk would you take?;A creative project | A relationship change | A career restart | A geographic or life shift;The next question goes deeper.;What you'd do with financial security removed reveals constrained desires.;Pressure changes behavior. What you'd do without it is instructive.;The Rebel;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P259;premium;question;uncommon;44;risk;2;3;6;What kind of risk is hardest for you to talk about — even with people you trust?;choice;Emotional risks I've taken | Risks I've avoided | Risks that backfired | Risks I'm currently considering;risk;"{""risk"": -2, ""security"": -3}";risk_silence;What we can't speak about in risk reveals shame.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What kind of risk is hardest for you to talk about — even with people you trust?;Emotional risks I've taken | Risks I've avoided | Risks that backfired | Risks I'm currently considering;The next question goes deeper.;What we can't speak about in risk reveals shame.;The unspeakable risks are often the most instructive.;The Mirror;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P260;premium;question;rare;59;risk;3;4;7;What is worth risking everything for?;choice;A person | Freedom | A creative or personal vision | Nothing — I'd never risk everything;risk;"{""risk"": 4, ""connection"": 3}";ultimate_risk;Ultimate risk values reveal core values.;none;low;0.7;premium risk gate;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is worth risking everything for?;A person | Freedom | A creative or personal vision | Nothing — I'd never risk everything;The next question goes deeper.;Ultimate risk values reveal core values.;What you'd risk everything for is as close to a fundamental value as we get.;The Catalyst;Risk Gate;Risk Gate;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P261;premium;question;uncommon;43;future;2;3;5;What would your future self thank you most for doing right now?;choice;Resting more | Taking the risk | Letting go of something | Being more present;change;"{""change"": 3, ""security"": 2}";future_gratitude;Future gratitude is a compass.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What would your future self thank you most for doing right now?;Resting more | Taking the risk | Letting go of something | Being more present;The next question goes deeper.;Future gratitude is a compass.;What your future self would thank you for often tells you what your present self is avoiding.;The Pathfinder;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P262;premium;question;uncommon;44;future;2;3;6;Where do you imagine yourself in 10 years — and how often does that image match what you're currently doing?;choice;My current path leads there | My path leads somewhere else | I don't have a clear image | I have one but I'm not working toward it;change;"{""change"": 2, ""security"": -2}";path_alignment;Alignment between vision and action is important.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Where do you imagine yourself in 10 years — and how often does that image match what you're currently doing?;My current path leads there | My path leads somewhere else | I don't have a clear image | I have one but I'm not working toward it;The next question goes deeper.;Alignment between vision and action is important.;The gap between imagined future and current behavior is either motivating or instructive.;The Architect;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P263;premium;question;rare;55;future;3;4;6;What part of who you are now do you most hope stays true in 10 years?;choice;My curiosity | My capacity to care | My sense of integrity | My resilience;change;"{""change"": -2, ""security"": 3}";enduring_self;What we want to preserve reveals what we value.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What part of who you are now do you most hope stays true in 10 years?;My curiosity | My capacity to care | My sense of integrity | My resilience;The next question goes deeper.;What we want to preserve reveals what we value.;The parts of yourself you want to protect are the parts you most believe in.;The Guardian;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P264;premium;question;uncommon;43;future;2;3;5;What do you most fear about who you might become?;choice;Bitter | Disconnected | Comfortable but unfulfilled | Regretful;change;"{""change"": -3, ""security"": -3}";feared_future_self;Fear of future self reveals present anxieties.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you most fear about who you might become?;Bitter | Disconnected | Comfortable but unfulfilled | Regretful;The next question goes deeper.;Fear of future self reveals present anxieties.;Who you're afraid of becoming tells you who you're trying not to be.;The Observer;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P265;premium;question;rare;56;future;3;4;7;What habit or pattern do you know is shaping your future self — that you haven't committed to changing yet?;choice;A way of managing stress | A relationship pattern | Something about how I use time | A way of avoiding depth;change;"{""change"": -3, ""security"": -2}";shaping_pattern;Unaddressed patterns compound over time.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What habit or pattern do you know is shaping your future self — that you haven't committed to changing yet?;A way of managing stress | A relationship pattern | Something about how I use time | A way of avoiding depth;The next question goes deeper.;Unaddressed patterns compound over time.;What you know is shaping you and haven't changed is the most honest data.;The Mirror;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P266;premium;question;uncommon;44;future;2;3;5;Which value matters more to you for your future — stability or growth?;binary;Stability | Growth;change;"{""change"": 3, ""security"": -3}";stability_vs_growth;The core tension: safety vs expansion.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Which value matters more to you for your future — stability or growth?;Stability | Growth;The next question goes deeper.;The core tension: safety vs expansion.;Stability and growth compete. Which wins reveals a fundamental orientation.;The Pathfinder;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P267;premium;question;rare;57;future;3;4;7;What story are you telling yourself about why something important is not happening yet?;choice;That it's not the right time | That I'm not ready | That someone or something else is in the way | That I'll do it when things are different;change;"{""change"": -4, ""security"": -2}";delay_narrative;Delay narratives have patterns.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What story are you telling yourself about why something important is not happening yet?;That it's not the right time | That I'm not ready | That someone or something else is in the way | That I'll do it when things are different;The next question goes deeper.;Delay narratives have patterns.;The reasons we give for not starting are worth examining.;The Architect;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P268;premium;question;uncommon;43;future;2;3;5;What is the most significant difference between who you are now and who you were five years ago?;choice;I'm more settled | I'm more uncertain | I care about different things | I have a clearer sense of who I am;change;"{""change"": 3, ""security"": 2}";growth_reflection;Noticing change is a form of self-knowledge.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the most significant difference between who you are now and who you were five years ago?;I'm more settled | I'm more uncertain | I care about different things | I have a clearer sense of who I am;The next question goes deeper.;Noticing change is a form of self-knowledge.;How you've changed in five years is the clearest evidence of your direction.;The Alchemist;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P269;premium;question;rare;55;future;3;4;6;What kind of person do you hope to be when you're significantly older — and are you becoming that person now?;choice;Wise and calm — and yes, somewhat | Deeply connected — and I'm working on it | Free of regret — and I'm not sure | Present and at peace — and not yet;change;"{""change"": 2, ""security"": 2}";age_aspiration;Long-view aspiration reveals core values.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What kind of person do you hope to be when you're significantly older — and are you becoming that person now?;Wise and calm — and yes, somewhat | Deeply connected — and I'm working on it | Free of regret — and I'm not sure | Present and at peace — and not yet;The next question goes deeper.;Long-view aspiration reveals core values.;Who you hope to be at the end says something about what matters most now.;The Guardian;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P270;premium;question;uncommon;44;future;2;3;6;What is the version of your future that you've quietly given up on — that you haven't grieved?;choice;A relationship type | A career path | A place I imagined living | A version of myself;change;"{""change"": -3, ""emotion"": 3}";unregrieved_future;Ungrieved futures take up silent space.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What is the version of your future that you've quietly given up on — that you haven't grieved?;A relationship type | A career path | A place I imagined living | A version of myself;The next question goes deeper.;Ungrieved futures take up silent space.;The futures we stopped imagining but never mourned still occupy background processing.;The Seeker;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P271;premium;question;rare;58;future;3;4;7;If you met your future self from 20 years from now — what would they say you should do differently?;choice;Slow down | Take more risks | Let more people in | Stop waiting for it to be perfect;change;"{""change"": 3, ""curiosity"": 2}";future_self_message;Imagined future self often carries useful messages.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;If you met your future self from 20 years from now — what would they say you should do differently?;Slow down | Take more risks | Let more people in | Stop waiting for it to be perfect;The next question goes deeper.;Imagined future self often carries useful messages.;The message from your future self is usually available to your present self too.;The Pathfinder;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P272;premium;question;uncommon;43;future;2;3;5;What are you building — in any area — that you hope will last?;choice;Relationships | A body of work | A version of myself I'm proud of | Stability for someone else;change;"{""change"": 2, ""connection"": 2}";legacy_building;Building behavior reveals values.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What are you building — in any area — that you hope will last?;Relationships | A body of work | A version of myself I'm proud of | Stability for someone else;The next question goes deeper.;Building behavior reveals values.;What you're trying to make last reveals what you believe matters.;The Anchor;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P273;premium;question;rare;57;future;3;4;7;What belief about yourself is standing between you and your next version?;choice;That I'm not ready | That I'm not the kind of person who succeeds at this | That it's too late | That wanting this is selfish;change;"{""change"": -4, ""security"": -3}";blocking_belief;Blocking beliefs are usually old and wrong.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What belief about yourself is standing between you and your next version?;That I'm not ready | That I'm not the kind of person who succeeds at this | That it's too late | That wanting this is selfish;The next question goes deeper.;Blocking beliefs are usually old and wrong.;The belief between you and your next version is almost always older than the situation.;The Mirror;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P274;premium;question;uncommon;44;future;2;3;6;What do you currently know about yourself that you wish you'd known 10 years earlier?;choice;That I don't have to earn my place | That I need less than I thought | That I'm more capable than I believed | That the relationships matter most;change;"{""change"": 2, ""security"": 2}";early_wisdom;Retrospective wisdom is self-knowledge.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you currently know about yourself that you wish you'd known 10 years earlier?;That I don't have to earn my place | That I need less than I thought | That I'm more capable than I believed | That the relationships matter most;The next question goes deeper.;Retrospective wisdom is self-knowledge.;What you know now that you didn't then is a form of autobiography.;The Alchemist;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P275;premium;question;rare;56;future;3;4;7;What kind of life are you at risk of living by default — if you don't make a conscious choice?;choice;Comfortable but too small | Busy but not meaningful | Safe but disconnected | Successful by others' standards but not my own;change;"{""change"": -4, ""independence"": -3}";default_life;The default life awaits the unconsidered choice.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What kind of life are you at risk of living by default — if you don't make a conscious choice?;Comfortable but too small | Busy but not meaningful | Safe but disconnected | Successful by others' standards but not my own;The next question goes deeper.;The default life awaits the unconsidered choice.;Living by default is a choice — just not a fully made one.;The Rebel;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P276;premium;question;uncommon;43;future;2;3;5;What would make your life feel genuinely different in five years — in a way you're not currently pursuing?;choice;A major relationship shift | A career transformation | A change in how I relate to myself | A geographic or lifestyle change;change;"{""change"": 4, ""security"": -2}";unpursued_change;Naming unpursued change is an honest moment.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What would make your life feel genuinely different in five years — in a way you're not currently pursuing?;A major relationship shift | A career transformation | A change in how I relate to myself | A geographic or lifestyle change;The next question goes deeper.;Naming unpursued change is an honest moment.;What would make things different that you're not moving toward is important data.;The Seeker;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P277;premium;question;rare;58;future;3;4;7;What kind of growth scares you most right now?;choice;Getting closer to people | Letting go of what defines me | Changing in ways that might cost me relationships | Becoming someone I don't fully recognize;change;"{""change"": -3, ""security"": -3}";scary_growth;Growth anxiety is real and revealing.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What kind of growth scares you most right now?;Getting closer to people | Letting go of what defines me | Changing in ways that might cost me relationships | Becoming someone I don't fully recognize;The next question goes deeper.;Growth anxiety is real and revealing.;The growth that scares us most is usually the growth that's waiting.;The Alchemist;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P278;premium;question;uncommon;44;future;2;3;6;Where are you currently growing — even when it's uncomfortable?;choice;In a relationship | In my work or contribution | In how I relate to myself | In how I handle difficulty;change;"{""change"": 3, ""security"": -2}";current_growth;Noticing current growth is useful.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;Where are you currently growing — even when it's uncomfortable?;In a relationship | In my work or contribution | In how I relate to myself | In how I handle difficulty;The next question goes deeper.;Noticing current growth is useful.;Recognizing growth in progress helps it continue.;The Catalyst;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P279;premium;question;rare;55;future;3;4;6;What sacrifice would your future self wish you were willing to make right now?;choice;More discomfort for growth | A relationship or dynamic that's comfortable but not right | The story I tell about why I can't | Certainty — in exchange for possibility;change;"{""change"": 3, ""security"": -3}";future_sacrifice;Future-required sacrifice is often current-avoided change.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What sacrifice would your future self wish you were willing to make right now?;More discomfort for growth | A relationship or dynamic that's comfortable but not right | The story I tell about why I can't | Certainty — in exchange for possibility;The next question goes deeper.;Future-required sacrifice is often current-avoided change.;The things your future self would want you to sacrifice are often things your present self is protecting.;The Pathfinder;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;5;4;migrated_needs_editorial_review
TO99-P280;premium;question;uncommon;43;future;2;3;5;What would need to be true for you to say — in 10 years — that you lived the right life?;choice;That I connected deeply with the people I love | That I created something that mattered | That I grew into who I could be | That I lived with integrity;change;"{""change"": 2, ""connection"": 2}";right_life_criteria;Life criteria reveal value structure.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What would need to be true for you to say — in 10 years — that you lived the right life?;That I connected deeply with the people I love | That I created something that mattered | That I grew into who I could be | That I lived with integrity;The next question goes deeper.;Life criteria reveal value structure.;Knowing what would make your life feel right is a navigational tool.;The Guardian;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P281;premium;question;rare;57;future;3;4;7;What are you secretly afraid will be true of you in 20 years if nothing changes?;choice;That I'll still be avoiding the same things | That I'll have the life that looked right but felt wrong | That I'll have lost connection with the people that matter | That I'll have played it too safe;change;"{""change"": -4, ""security"": -3}";stagnation_fear;Fear of stagnation is often more accurate than we'd like.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What are you secretly afraid will be true of you in 20 years if nothing changes?;That I'll still be avoiding the same things | That I'll have the life that looked right but felt wrong | That I'll have lost connection with the people that matter | That I'll have played it too safe;The next question goes deeper.;Fear of stagnation is often more accurate than we'd like.;The fear of being exactly the same in 20 years is a message about what needs to change now.;The Observer;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P282;premium;question;uncommon;44;future;2;3;6;What are you currently tolerating that your future self will wish you had addressed earlier?;choice;A difficult relationship | A habit that's costing me | A professional situation | Something about how I think about myself;change;"{""change"": -2, ""security"": -2}";tolerated_problem;What we tolerate becomes what we're defined by.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What are you currently tolerating that your future self will wish you had addressed earlier?;A difficult relationship | A habit that's costing me | A professional situation | Something about how I think about myself;The next question goes deeper.;What we tolerate becomes what we're defined by.;Tolerance isn't patience — sometimes it's just postponed action.;The Mirror;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
TO99-P283;premium;question;rare;56;future;3;4;7;What version of success have you inherited that doesn't actually match what you want?;choice;Financial success above meaning | Recognition above depth | Stability above aliveness | Achievement above connection;change;"{""change"": 3, ""independence"": 3}";inherited_success;Inherited definitions of success are common and costly.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What version of success have you inherited that doesn't actually match what you want?;Financial success above meaning | Recognition above depth | Stability above aliveness | Achievement above connection;The next question goes deeper.;Inherited definitions of success are common and costly.;What success means to you might belong more to someone else than to you.;The Rebel;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P284;premium;question;uncommon;43;future;2;3;5;What do you need to stop doing — in order to become who you want to be?;choice;Waiting for permission | Managing how I'm seen | Avoiding a specific discomfort | Putting everyone else first;change;"{""change"": 3, ""independence"": 2}";stopping_for_growth;What to stop is as important as what to start.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What do you need to stop doing — in order to become who you want to be?;Waiting for permission | Managing how I'm seen | Avoiding a specific discomfort | Putting everyone else first;The next question goes deeper.;What to stop is as important as what to start.;Subtraction often creates more space for growth than addition.;The Architect;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;4;3;migrated_needs_editorial_review
TO99-P285;premium;question;rare;58;future;3;4;7;What conversation with yourself have you been avoiding that your future self will need you to have had?;choice;About what I really want | About what I've been pretending is okay | About what I'm afraid of | About who I'm becoming;change;"{""change"": 3, ""security"": -3}";avoided_self_conversation;The internal conversation that's overdue is often the one that matters.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What conversation with yourself have you been avoiding that your future self will need you to have had?;About what I really want | About what I've been pretending is okay | About what I'm afraid of | About who I'm becoming;The next question goes deeper.;The internal conversation that's overdue is often the one that matters.;Some self-conversations are being postponed to a later version of you who is less equipped to have them.;The Seeker;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_rare;6;4;migrated_needs_editorial_review
TO99-P286;premium;question;uncommon;44;future;2;3;6;What are you building in your life — even if no one can see it yet?;choice;A foundation for a different kind of life | The capacity to be more present | A version of myself I'm working toward | Skills or understanding that take time to show;change;"{""change"": 3, ""security"": 2}";invisible_building;Long-term building is often invisible.;none;low;0.7;premium future self;profile_fragment;medium;none;hidden;answer_count;The next question goes deeper.;"{""primary_percent"": 45, ""secondary_percent"": 55}";;;What are you building in your life — even if no one can see it yet?;A foundation for a different kind of life | The capacity to be more present | A version of myself I'm working toward | Skills or understanding that take time to show;The next question goes deeper.;Long-term building is often invisible.;The most important construction is often happening underground.;The Architect;Future Self;Future Self;TO99_ARCHETYPE_CANON_1.0;sensitive;estimated;answer,confirm_answer,skip_question,swap_question,exit_to_menu;reveal_standard;5;3;migrated_needs_editorial_review
