id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl
TO99-0157;1.3;dare;standard;36;wyzwania;1;2;2;Zapisz jedną rzecz, za którą jesteś sobie wdzięczny, ale rzadko to przyznajesz.;choice_3;Zrobione | Nie wiem | Pominę;"Emotion;Openness;Present";"{""emotion"": 2, ""openness"": 2, ""present"": 2}";completion_choice;Bezpieczne zadanie refleksyjne.;private_text;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 67, ""secondary_percent"": 43, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""67% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Emotion, Openness.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";67% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Emotion, Openness. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0158;1.3;dare;standard;35;wyzwania;1;1;2;Przejdź przez pokój wolniej niż zwykle. Zauważ jedną rzecz, której wcześniej nie widziałeś.;choice_3;Zrobione | Nie teraz | Bez sensu;"Present;Observation;Nature";"{""present"": 3, ""observation"": 3, ""nature"": 1}";completion_choice;Lekka mikropraktyka obecności.;text_only;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 67, ""secondary_percent"": 43, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""67% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Present, Observation.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";67% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Present, Observation. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0159;1.3;dare;standard;34;wyzwania;1;1;2;Nie sprawdzaj przez 10 minut jednej aplikacji, do której zwykle sięgasz automatycznie.;choice_3;Zrobione | Nie wyszło | Pominę;"Technology;Control;Present";"{""technology"": -2, ""control"": 2, ""present"": 3}";completion_choice;Mierzy automatyzm technologiczny.;text_only;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 67, ""secondary_percent"": 43, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""67% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Technology, Control.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";67% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Technology, Control. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0160;1.3;dare;standard;33;wyzwania;1;2;2;Napisz jedno zdanie, które zaczyna się od: 'Dzisiaj wystarczy, że...';choice_3;Zrobione | Nie wiem | Pominę;"Present;Control;Emotion";"{""present"": 3, ""control"": -1, ""emotion"": 2}";completion_choice;Lekka regulacja presji.;private_text;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 64, ""secondary_percent"": 60, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""64% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Present, Control.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";64% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Present, Control. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0161;1.3;dare;standard;32;wyzwania;1;1;2;Wybierz jedną rzecz, którą dzisiaj zrobisz bez szukania idealnej metody.;choice_3;Zrobione | Nie wiem | Nie dziś;"Builder;Action;Control";"{""builder"": 3, ""action"": 2, ""control"": -2}";completion_choice;Dla osi realizator.;text_only;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 64, ""secondary_percent"": 60, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""64% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Builder, Action.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";64% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Builder, Action. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0162;1.3;dare;standard;31;wyzwania;1;1;2;Zapisz jedną myśl, która wraca do Ciebie od kilku dni.;choice_3;Zrobione | Pominę | Nie mam takiej;"Observation;Present;Emotion";"{""observation"": 3, ""present"": 2, ""emotion"": 2}";completion_choice;Proste wyzwanie obserwacji.;private_text;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 64, ""secondary_percent"": 60, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""64% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Observation, Present.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";64% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Observation, Present. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0163;1.3;dare;standard;30;wyzwania;1;1;2;Zadaj sobie pytanie: 'Czy to naprawdę moje, czy tylko przejęte?' i zaznacz reakcję.;choice_3;Moje | Przejęte | Nie wiem;"Independence;Belonging;Logic";"{""independence"": 3, ""belonging"": 2, ""logic"": 2}";completion_choice;Lekka refleksja tożsamościowa.;private_confirmation;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 64, ""secondary_percent"": 60, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""64% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Independence, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";64% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Independence, Belonging. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0164;1.3;dare;standard;29;wyzwania;1;1;2;Zrób jedną rzecz analogowo: notatka, lista albo szkic na papierze.;choice_3;Zrobione | Nie mam jak | Pominę;"Nature;Technology;Builder";"{""nature"": 2, ""technology"": -2, ""builder"": 1}";completion_choice;Oś natura-technologia przez działanie.;text_only;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 67, ""secondary_percent"": 43, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""67% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Nature, Technology.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";67% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Nature, Technology. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0165;1.3;dare;rare;58;wyzwania;2;3;3;Zapisz jedną rzecz, o której mówisz 'kiedyś', choć wiesz, że chodzi o strach.;choice_3;Zrobione | Nie wiem | Pominę;"Future;Security;Transformation";"{""future"": 3, ""security"": 3, ""transformation"": 4}";completion_choice;Mocne wyzwanie przyszłości.;private_text;safe;2;;private_unlock;2;meaningful_minority;behavioural_axis;action_mark;"Jeszcze jedna treść z obszaru ""wyzwania"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 26, ""secondary_percent"": 40, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""26% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Future, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""wyzwania\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""private_unlock""}";"26% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Future, Security. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Jeszcze jedna treść z obszaru ""wyzwania"" zwiększy dokładność Twojego profilu."
TO99-0166;1.3;dare;rare;57;wyzwania;2;3;3;Pomyśl o ostatnim 'tak', które powinno być 'nie'. Zaznacz, czy przyszło od razu.;choice_3;Od razu | Po chwili | Nie przyszło;"Belonging;Independence;Hesitation";"{""belonging"": 3, ""independence"": -3, ""hesitation"": 2}";"response_time;completion_choice";Marker granic.;private_confirmation;safe;2;;private_unlock;2;meaningful_minority;behavioural_axis;action_mark;"Jeszcze jedna treść z obszaru ""wyzwania"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 26, ""secondary_percent"": 40, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""26% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Belonging, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""wyzwania\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""private_unlock""}";"26% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Belonging, Independence. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Dodano: ślad działania. Jeszcze jedna treść z obszaru ""wyzwania"" zwiększy dokładność Twojego profilu."
TO99-0167;1.3;dare;epic;77;wyzwania;3;4;4;Napisz zdanie: 'Nie muszę być łatwy do kochania, żeby zasługiwać na bliskość'. Zaznacz, co poczułeś.;choice_4;Ulgę | Opór | Smutek | Nic;"Emotion;Belonging;Openness";"{""emotion"": 5, ""belonging"": 4, ""openness"": 3}";completion_choice;Wysoka intensywność relacyjna.;private_text;sensitive;3;;threshold_action;4;polarized_split;behavioural_axis;action_mark;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 27, ""secondary_percent"": 34, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 27% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Emotion, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""threshold_action""}";Tylko 27% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Emotion, Belonging. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0168;1.3;dare;epic;75;wyzwania;3;4;4;Wybierz jedną rzecz, którą robisz dla obrazu siebie, nie dla siebie. Nie wpisuj jej. Tylko zaznacz, czy wiesz.;choice_3;Wiem | Nie wiem | Nie chcę wiedzieć;"Belonging;Independence;Consistency";"{""belonging"": 3, ""independence"": 3, ""consistency"": -2}";"completion_choice;response_time";Mocny marker autentyczności.;private_confirmation;sensitive;3;;threshold_action;4;polarized_split;behavioural_axis;action_mark;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 19, ""secondary_percent"": 22, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 19% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Belonging, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""threshold_action""}";Tylko 19% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Belonging, Independence. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Dodano: ślad działania. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0169;1.3;dare;rare;56;wyzwania;2;3;3;Zapisz jedno zdanie, które powiedziałbyś młodszej wersji siebie bez pouczania jej.;choice_3;Zrobione | Nie wiem | Pominę;"Present;Emotion;Idealism";"{""present"": 3, ""emotion"": 4, ""idealism"": 2}";completion_choice;Dobre do retencji i sentymentu.;private_text;safe;2;;private_unlock;2;meaningful_minority;behavioural_axis;action_mark;"Jeszcze jedna treść z obszaru ""wyzwania"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 25, ""secondary_percent"": 28, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""25% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Present, Emotion.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""wyzwania\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""private_unlock""}";"25% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Present, Emotion. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Jeszcze jedna treść z obszaru ""wyzwania"" zwiększy dokładność Twojego profilu."
TO99-0170;1.3;dare;standard;28;wyzwania;1;1;2;Wybierz dziś jedną rzecz, której nie musisz udowadniać nikomu.;choice_3;Wybrane | Nie wiem | Pominę;"Independence;Belonging;Control";"{""independence"": 3, ""belonging"": -1, ""control"": -1}";completion_choice;Lekka forma odpuszczenia.;private_confirmation;safe;1;;micro_action;1;soft_majority_or_split;behavioural_axis;action_mark;Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 48, ""secondary_percent"": 46, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""48% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Independence, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie.""}, {""type"": ""unlock"", ""text"": ""Dodano: ślad działania.""}, {""type"": ""next_hook"", ""text"": ""Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.""}], ""intensity"": 1, ""reward_type"": ""micro_action""}";48% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Independence, Belonging. Tu liczy się nie tylko wybór, ale też to, czy użytkownik podejmuje działanie. Dodano: ślad działania. Następne wyzwanie może dodać punkt do profilu zachowania, nie tylko deklaracji.
TO99-0171;1.3;game;legendary;91;gry;4;4;5;Gra: wybierz drzwi. A: wszyscy mówią Ci prawdę przez 24h. B: przez 24h nie obchodzi Cię niczyja opinia. Które wybierasz?;choice_ab;A: prawda innych | B: brak przejmowania się;"Belonging;Independence;Control";"{""belonging"": 3, ""independence"": 5, ""control"": 3}";response_time;Gra rozdziela głód prawdy od głodu wolności.;none;safe;4;;fate_split;5;rare_minor_group;hidden_shadow_archetype;shadow_fragment;Jeszcze 2 mocne odpowiedzi i odblokujesz pierwszy fragment Cienia profilu.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 17, ""secondary_percent"": 18, ""stat_rule"": ""rare_minor_group""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 17% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór mocno poruszył obszary: Belonging, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To jedna z odpowiedzi, które wpływają nie tylko na profil jawny, ale też na profil ukryty.""}, {""type"": ""unlock"", ""text"": ""Odkryto: Fragment Cienia +1.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze 2 mocne odpowiedzi i odblokujesz pierwszy fragment Cienia profilu.""}], ""intensity"": 5, ""reward_type"": ""fate_split""}";Tylko 17% użytkowników wybrało podobnie. Ten wybór mocno poruszył obszary: Belonging, Independence. To jedna z odpowiedzi, które wpływają nie tylko na profil jawny, ale też na profil ukryty. Odkryto: Fragment Cienia +1. Jeszcze 2 mocne odpowiedzi i odblokujesz pierwszy fragment Cienia profilu.
TO99-0172;1.3;game;epic;82;gry;3;4;4;Gra: możesz usunąć jedno uczucie na tydzień. Wybierasz lęk, zazdrość, żal czy samotność?;choice_4;Lęk | Zazdrość | Żal | Samotność;"Emotion;Security;Belonging";"{""emotion"": 4, ""security"": 3, ""belonging"": 3}";response_time;Wybór pokazuje dominujący ciężar emocjonalny.;none;sensitive;3;;dilemma_unlock;4;polarized_split;symbolic_archetype;symbol_mark;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 18, ""secondary_percent"": 33, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 18% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Emotion, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Dodano: symbol wyboru.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""dilemma_unlock""}";Tylko 18% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Emotion, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Dodano: symbol wyboru. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0173;1.3;game;epic;80;gry;3;3;4;Gra: dostajesz kopertę z jedną informacją o swojej przyszłości. Otwierasz czy palisz bez czytania?;choice_ab;Otwieram | Palę;"Future;Control;Security";"{""future"": 5, ""control"": 4, ""security"": 2}";response_time;Silny pomiar potrzeby kontroli przyszłości.;none;safe;3;;dilemma_unlock;4;polarized_split;symbolic_archetype;symbol_mark;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 32, ""secondary_percent"": 34, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 32% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Future, Control.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Dodano: symbol wyboru.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""dilemma_unlock""}";Tylko 32% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Future, Control. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Dodano: symbol wyboru. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
TO99-0174;1.3;game;epic;78;gry;3;4;4;Gra: możesz zobaczyć jedną rzecz. A: kto naprawdę za Tobą tęskni. B: kto udaje, że Cię lubi. Co wybierasz?;choice_ab;Kto tęskni | Kto udaje;"Belonging;Security;Emotion";"{""belonging"": 4, ""security"": 3, ""emotion"": 4}";response_time;Mroczniejsza, ale bezpieczna gra społeczna.;none;sensitive;3;;dilemma_unlock;4;polarized_split;symbolic_archetype;symbol_mark;Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 19, ""secondary_percent"": 22, ""stat_rule"": ""polarized_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""Tylko 19% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Ten wybór wyraźnie przesunął profil w stronę: Belonging, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Dodano: symbol wyboru.""}, {""type"": ""next_hook"", ""text"": ""Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.""}], ""intensity"": 4, ""reward_type"": ""dilemma_unlock""}";Tylko 19% użytkowników wybrało podobnie. Ten wybór wyraźnie przesunął profil w stronę: Belonging, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Dodano: symbol wyboru. Twój profil zaczyna tworzyć wyraźny wzór. Następna odpowiedź może go potwierdzić albo złamać.
