id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category
TO99-0300;2.0;question;legendary;99;identity;5;5;9;Is there something in you that you've been trying to change for so long that you've started to wonder if it's not a flaw, but a feature?;choice;Yes | No | I've stopped trying;"Emotion;Consistency";"{""emotion"": 9, ""consistency"": 8}";"{""Emotion"":5,""security"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would change if you accepted it as a feature?;"{""primary_percent"":58,""secondary_percent"":25}";;;Is there something in you that you've been trying to change for so long that you've started to wonder if it's not a flaw, but a feature?;Yes | No | I've stopped trying;What would change if you accepted it as a feature?;The flaw that might be a feature.;Core trait acceptance point reached.;flaw_feature;Threshold Card;identity
TO99-0301;2.0;question;standard;13;relationships;2;3;3;When someone is angry with you, do you try to fix it immediately or give it time?;choice;Fix it immediately | Give it time | Depends;"Control;Security";"{""control"": 3, ""security"": 2}";"{""control"":1,""Emotion"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What drives your first instinct?;"{""primary_percent"":55,""secondary_percent"":32}";;;When someone is angry with you, do you try to fix it immediately or give it time?;Fix it immediately | Give it time | Depends;What drives your first instinct?;Conflict response speed maps emotional regulation.;Conflict response noted.;conflict_response;Control Gate;relationships
TO99-0302;2.0;question;standard;16;identity;1;2;3;Do you tend to minimize problems or amplify them?;choice;Minimize | Amplify | Neither;"Security;Emotion";"{""security"": 3, ""emotion"": 2}";"{""security"":1,""Emotion"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What pushes you in either direction?;"{""primary_percent"":38,""secondary_percent"":48}";;;Do you tend to minimize problems or amplify them?;Minimize | Amplify | Neither;What pushes you in either direction?;Problem scaling reveals risk orientation.;Problem scaling style noted.;problem_scaling;Hidden Contradiction;identity
TO99-0303;2.0;question;standard;19;values;2;2;3;Is being right more important to you than being understood?;choice;Being right | Being understood | Equally;"Control;Emotion";"{""control"": 3, ""emotion"": 2}";"{""control"":2,""Emotion"":1}";;self_report;2;1;;profile_movement;3;percentage;visible;standard;When did you choose one over the other?;"{""primary_percent"":28,""secondary_percent"":55}";;;Is being right more important to you than being understood?;Being right | Being understood | Equally;When did you choose one over the other?;The priority between truth and connection.;Right vs understood priority.;right_vs_understood;Moral Dilemma;values
TO99-0304;2.0;question;standard;22;fear;2;3;3;Do you find it easy to ask for help?;choice;Yes | No | Sometimes;"Independence;Security";"{""independence"": 3, ""security"": 2}";"{""independence"":1,""security"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What makes it harder when it's harder?;"{""primary_percent"":30,""secondary_percent"":52}";;;Do you find it easy to ask for help?;Yes | No | Sometimes;What makes it harder when it's harder?;Help-seeking resistance often connects to self-reliance.;Help-seeking pattern noted.;help_seeking;Control Gate;fear
TO99-0305;2.0;question;standard;15;identity;1;2;3;Do you have a harder time saying what you feel or hearing what others feel?;choice;Saying what I feel | Hearing what others feel | Both equally;"Emotion;Connection";"{""emotion"": 3, ""connection"": 2}";"{""Emotion"":2,""connection"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What happens inside you in each case?;"{""primary_percent"":48,""secondary_percent"":38}";;;Do you have a harder time saying what you feel or hearing what others feel?;Saying what I feel | Hearing what others feel | Both equally;What happens inside you in each case?;Emotional direction reveals processing style.;Emotional direction noted.;emotional_direction;Social Mirror;identity
TO99-0306;2.0;question;standard;24;relationships;2;3;3;Do people usually know when they've upset you?;choice;Yes | No | Sometimes;"Emotion;Guardedness";"{""emotion"": 3, ""guardedness"": 2}";"{""Emotion"":1,""security"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What do you usually do instead of showing it?;"{""primary_percent"":42,""secondary_percent"":40}";;;Do people usually know when they've upset you?;Yes | No | Sometimes;What do you usually do instead of showing it?;Emotional visibility is a choice.;Emotional visibility noted.;upset_visibility;Social Mirror;relationships
TO99-0307;2.0;question;standard;17;decisions;2;2;3;Do you usually know what you want, or does it become clear only in retrospect?;choice;I usually know | Clear in retrospect | Varies;"Curiosity;Security";"{""curiosity"": 3, ""security"": 2}";"{""curiosity"":1,""security"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What helps clarity arrive?;"{""primary_percent"":35,""secondary_percent"":48}";;;Do you usually know what you want, or does it become clear only in retrospect?;I usually know | Clear in retrospect | Varies;What helps clarity arrive?;Desire clarity reveals your self-knowledge depth.;Desire clarity pattern noted.;desire_clarity;Future Self;decisions
TO99-0308;2.0;question;standard;21;identity;2;3;3;Are you more comfortable giving advice or receiving it?;choice;Giving | Receiving | Equal;"Control;Connection";"{""control"": 3, ""connection"": 2}";"{""control"":1,""connection"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What makes the uncomfortable one hard?;"{""primary_percent"":45,""secondary_percent"":38}";;;Are you more comfortable giving advice or receiving it?;Giving | Receiving | Equal;What makes the uncomfortable one hard?;Advice asymmetry reveals ego orientation.;Advice orientation noted.;advice_orientation;Hidden Contradiction;identity
TO99-0309;2.0;question;rare;44;identity;3;3;4;Do you have a belief you've kept for so long that you've stopped checking if it's still true?;choice;Yes | No | Maybe;"Security;Consistency";"{""security"": 4, ""consistency"": 3}";"{""security"":2,""Emotion"":1}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;When did you last examine it?;"{""primary_percent"":65,""secondary_percent"":22}";;;Do you have a belief you've kept for so long that you've stopped checking if it's still true?;Yes | No | Maybe;When did you last examine it?;Unchecked beliefs can shape behavior invisibly.;Unexamined belief found.;unexamined_belief;Hidden Contradiction;identity
TO99-0310;2.0;question;rare;49;relationships;3;4;4;Have you ever felt more seen by a stranger than by someone close to you?;choice;Yes | No | Not sure;"Emotion;Connection";"{""emotion"": 4, ""connection"": 3}";"{""Emotion"":2,""connection"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What was different about the stranger?;"{""primary_percent"":60,""secondary_percent"":28}";;;Have you ever felt more seen by a stranger than by someone close to you?;Yes | No | Not sure;What was different about the stranger?;Familiar blindness is common but painful.;Stranger clarity noted.;stranger_clarity;Social Mirror;relationships
TO99-0311;2.0;question;rare;54;future;3;4;5;Do you think about your future self as someone you are becoming, or someone who already exists waiting for you?;choice;Becoming | Already exists | Neither;"Curiosity;Change";"{""curiosity"": 5, ""change"": 4}";"{""curiosity"":2,""change"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What difference does that make?;"{""primary_percent"":45,""secondary_percent"":40}";;;Do you think about your future self as someone you are becoming, or someone who already exists waiting for you?;Becoming | Already exists | Neither;What difference does that make?;Future self ontology shapes present behavior.;Future self model noted.;future_self_model;Future Self;future
TO99-0312;2.0;question;rare;58;identity;3;4;5;Is there something you tell yourself that you stopped believing long ago?;choice;Yes | No | I haven't noticed;"Security;Consistency";"{""security"": 5, ""consistency"": 4}";"{""security"":2,""Emotion"":2}";;self_report;3;2;;profile_movement;4;percentage;hidden;rare;What keeps you repeating it?;"{""primary_percent"":55,""secondary_percent"":28}";;;Is there something you tell yourself that you stopped believing long ago?;Yes | No | I haven't noticed;What keeps you repeating it?;Worn-out stories stay alive through habit.;Outgrown self-narrative noted.;outgrown_story;Hidden Contradiction;identity
TO99-0313;2.0;question;rare;62;morality;3;4;5;Have you ever held someone to a standard you didn't hold yourself to?;choice;Yes | No | Probably;"Emotion;Consistency";"{""emotion"": 5, ""consistency"": 4}";"{""Emotion"":2,""security"":1}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What justified the difference?;"{""primary_percent"":70,""secondary_percent"":18}";;;Have you ever held someone to a standard you didn't hold yourself to?;Yes | No | Probably;What justified the difference?;Double standards reveal where empathy runs out.;Double standard pattern noted.;double_standard;Moral Dilemma;morality
TO99-0314;2.0;question;rare;47;fear;3;3;5;Do you ever try to predict how things will go wrong in advance — to protect yourself from disappointment?;choice;Often | Sometimes | Rarely;"Security;Hesitation";"{""security"": 5, ""hesitation"": 4}";"{""security"":2,""control"":1}";;self_report;3;2;;profile_movement;3;percentage;visible;rare;Does it protect you or just delay the feeling?;"{""primary_percent"":58,""secondary_percent"":28}";;;Do you ever try to predict how things will go wrong in advance — to protect yourself from disappointment?;Often | Sometimes | Rarely;Does it protect you or just delay the feeling?;Defensive pessimism as emotional strategy.;Defensive pessimism noted.;defensive_pessimism;Control Gate;fear
TO99-0315;2.0;question;rare;53;identity;3;4;5;If you suddenly had to stop caring what people thought, what would you do differently?;choice;A lot would change | Some things | Not much;"Independence;Security";"{""independence"": 5, ""security"": 4}";"{""independence"":3,""security"":2}";;self_report;3;2;;profile_movement;5;percentage;hidden;rare;What has been waiting for that freedom?;"{""primary_percent"":55,""secondary_percent"":28}";;;If you suddenly had to stop caring what people thought, what would you do differently?;A lot would change | Some things | Not much;What has been waiting for that freedom?;External gaze impact measured.;External gaze dependency mapped.;external_gaze;Shadow Question;identity
TO99-0316;2.0;question;rare;65;relationships;3;4;5;Do you tend to take responsibility for how others feel in your presence?;choice;Yes, often | Sometimes | Rarely;"Emotion;Connection";"{""emotion"": 5, ""connection"": 4}";"{""Emotion"":2,""control"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;When does it become too much?;"{""primary_percent"":62,""secondary_percent"":25}";;;Do you tend to take responsibility for how others feel in your presence?;Yes, often | Sometimes | Rarely;When does it become too much?;Emotional responsibility can be a gift or a burden.;Emotional responsibility pattern.;emotional_responsibility;Social Mirror;relationships
TO99-0317;2.0;question;rare;42;decisions;3;3;4;When something is difficult, do you usually lean into it or find a way around it?;choice;Lean in | Find a way around | Depends;"Risk;Hesitation";"{""risk"": 4, ""hesitation"": 3}";"{""risk"":2,""control"":1}";;self_report;3;2;;profile_movement;3;percentage;visible;rare;What makes the difference?;"{""primary_percent"":40,""secondary_percent"":45}";;;When something is difficult, do you usually lean into it or find a way around it?;Lean in | Find a way around | Depends;What makes the difference?;Approach vs avoidance strategy.;Difficulty approach style noted.;difficulty_approach;Risk Gate;decisions
TO99-0318;2.0;question;epic;85;identity;4;5;7;Is there something about the way you were raised that you can now see shaped you in ways you still haven't fully examined?;choice;Yes, I've started | Yes, but I avoid it | No, I think I've seen it all;"Emotion;Security";"{""emotion"": 7, ""security"": 6}";"{""Emotion"":4,""security"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What resists examination?;"{""primary_percent"":62,""secondary_percent"":25}";;;Is there something about the way you were raised that you can now see shaped you in ways you still haven't fully examined?;Yes, I've started | Yes, but I avoid it | No, I think I've seen it all;What resists examination?;Origin patterns often stay beneath awareness.;Unexamined origin pattern.;unexamined_origin;Memory Trace;identity
TO99-0319;2.0;question;epic;79;morality;4;5;6;If you found out that a choice you made long ago had hurt someone without you knowing — how would you respond?;choice;Guilt and make amends | Regret but move on | Depends on the extent;"Emotion;Consistency";"{""emotion"": 6, ""consistency"": 5}";"{""Emotion"":3,""security"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would the response reveal about you?;"{""primary_percent"":58,""secondary_percent"":28}";;;If you found out that a choice you made long ago had hurt someone without you knowing — how would you respond?;Guilt and make amends | Regret but move on | Depends on the extent;What would the response reveal about you?;Retroactive guilt and responsibility.;Retroactive guilt pattern noted.;retroactive_guilt;Moral Dilemma;morality
TO99-0320;2.0;question;epic;73;future;4;4;6;Is there a goal you've been holding for so long that you're no longer sure if you want it or just don't want to admit you've moved on?;choice;Yes | No | I've been wondering;"Curiosity;Change";"{""curiosity"": 6, ""change"": 5}";"{""curiosity"":2,""change"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would you lose by letting it go?;"{""primary_percent"":52,""secondary_percent"":30}";;;Is there a goal you've been holding for so long that you're no longer sure if you want it or just don't want to admit you've moved on?;Yes | No | I've been wondering;What would you lose by letting it go?;Persistent goals can outlive their purpose.;Outlived goal detected.;outlived_goal;Future Self;future
TO99-0321;2.0;question;epic;88;identity;5;5;7;Is there a part of your personality you have edited or hidden so consistently that you sometimes forget it exists?;choice;Yes | No | I'm not sure;"Emotion;Guardedness";"{""emotion"": 7, ""guardedness"": 6}";"{""Emotion"":4,""security"":4}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would happen if you stopped editing?;"{""primary_percent"":50,""secondary_percent"":30}";;;Is there a part of your personality you have edited or hidden so consistently that you sometimes forget it exists?;Yes | No | I'm not sure;What would happen if you stopped editing?;The forgotten self needs no special occasion to return.;Hidden personality layer found.;forgotten_self;Threshold Card;identity
TO99-0322;2.0;question;epic;76;relationships;4;5;7;Is there a pattern in how people leave your life — that you've started to notice?;choice;Yes | No | I've thought about it;"Emotion;Consistency";"{""emotion"": 7, ""consistency"": 6}";"{""Emotion"":3,""connection"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What does the pattern suggest?;"{""primary_percent"":55,""secondary_percent"":28}";;;Is there a pattern in how people leave your life — that you've started to notice?;Yes | No | I've thought about it;What does the pattern suggest?;Departure patterns reflect relational dynamics.;Departure pattern detected.;departure_pattern;Memory Trace;relationships
TO99-0323;2.0;question;epic;71;fear;4;4;6;Is there something you want badly enough that it scares you — not because you might fail, but because you might succeed?;choice;Yes | No | Maybe;"Risk;Security";"{""risk"": 6, ""security"": 5}";"{""risk"":3,""Emotion"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would success demand?;"{""primary_percent"":48,""secondary_percent"":32}";;;Is there something you want badly enough that it scares you — not because you might fail, but because you might succeed?;Yes | No | Maybe;What would success demand?;Success-fear as a deeper form of resistance.;Success fear confirmed.;success_fear_deep;Risk Gate;fear
TO99-0324;2.0;question;epic;84;decisions;4;5;7;Have you ever chosen the harder path not because it was better, but because the easier path would have meant less of you?;choice;Yes | No | I'm not sure;"Emotion;Risk";"{""emotion"": 7, ""risk"": 6}";"{""Emotion"":3,""risk"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What does that tell you about how you define yourself?;"{""primary_percent"":52,""secondary_percent"":28}";;;Have you ever chosen the harder path not because it was better, but because the easier path would have meant less of you?;Yes | No | I'm not sure;What does that tell you about how you define yourself?;Difficulty as identity.;Hardship choice pattern.;hardship_identity;Moral Dilemma;decisions
TO99-0325;2.0;question;legendary;97;relationships;5;5;9;Is there a relationship in your life that you have continued primarily because ending it would mean admitting how much it cost you to begin?;choice;Yes | No | Not sure;"Emotion;Security";"{""emotion"": 9, ""security"": 8}";"{""Emotion"":5,""connection"":3}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would honesty about it look like?;"{""primary_percent"":42,""secondary_percent"":38}";;;Is there a relationship in your life that you have continued primarily because ending it would mean admitting how much it cost you to begin?;Yes | No | Not sure;What would honesty about it look like?;Sunk-cost relationships and the courage to see them.;Sunk-cost relationship identified.;sunk_cost_relationship;Threshold Card;relationships
TO99-0326;2.0;question;legendary;93;identity;5;5;8;Is there a core narrative you have about yourself — one that explains your life — that you have started to question but not replaced?;choice;Yes | No | I've replaced it with uncertainty;"Emotion;Consistency";"{""emotion"": 8, ""consistency"": 7}";"{""Emotion"":5,""security"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would a new narrative require you to include?;"{""primary_percent"":50,""secondary_percent"":30}";;;Is there a core narrative you have about yourself — one that explains your life — that you have started to question but not replaced?;Yes | No | I've replaced it with uncertainty;What would a new narrative require you to include?;The deconstruction of the self-story.;Core narrative in question.;core_narrative_question;Threshold Card;identity
TO99-0327;2.0;question;standard;10;identity;1;2;2;Do you tend to remember the good or the difficult?;choice;The good | The difficult | Equally;"Emotion;Security";"{""emotion"": 2, ""security"": 1}";"{""Emotion"":1,""security"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What do you think that tells you?;"{""primary_percent"":45,""secondary_percent"":40}";;;Do you tend to remember the good or the difficult?;The good | The difficult | Equally;What do you think that tells you?;Memory bias reveals emotional orientation.;Memory bias noted.;memory_bias;Memory Trace;identity
TO99-0328;2.0;question;standard;23;change;2;3;3;Is change something that usually happens to you, or something you make happen?;choice;Happens to me | I make it happen | Both;"Change;Risk";"{""change"": 3, ""risk"": 2}";"{""change"":1,""risk"":1}";;self_report;2;1;;profile_movement;2;percentage;visible;standard;What recent change was which?;"{""primary_percent"":40,""secondary_percent"":42}";;;Is change something that usually happens to you, or something you make happen?;Happens to me | I make it happen | Both;What recent change was which?;Agency vs reactivity to change.;Change agency noted.;change_agency;Risk Gate;change
TO99-0329;2.0;question;standard;18;identity;1;2;3;Are you more likely to regret things you did or things you didn't do?;choice;Things I did | Things I didn't do | Equal;"Risk;Security";"{""risk"": 3, ""security"": 2}";"{""risk"":1,""security"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What is a recent example?;"{""primary_percent"":25,""secondary_percent"":62}";;;Are you more likely to regret things you did or things you didn't do?;Things I did | Things I didn't do | Equal;What is a recent example?;Regret direction maps action orientation.;Regret orientation noted.;regret_direction;Risk Gate;identity
TO99-0330;2.0;question;standard;12;decisions;1;2;2;When something upsets you, do you talk about it or think about it first?;choice;Talk | Think | Depends;"Emotion;Security";"{""emotion"": 2, ""security"": 1}";"{""Emotion"":1,""security"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What do you need before you can do the other?;"{""primary_percent"":38,""secondary_percent"":50}";;;When something upsets you, do you talk about it or think about it first?;Talk | Think | Depends;What do you need before you can do the other?;Processing mode reveals emotional style.;Emotional processing mode noted.;processing_mode;Social Mirror;decisions
TO99-0331;2.0;question;standard;26;identity;2;3;3;Do you feel like you've been the same person throughout your life, or have you fundamentally changed?;choice;Same person | Fundamentally changed | Mix;"Change;Security";"{""change"": 3, ""security"": 2}";"{""change"":1,""security"":1}";;self_report;2;1;;profile_movement;3;percentage;visible;standard;What changed you the most?;"{""primary_percent"":35,""secondary_percent"":48}";;;Do you feel like you've been the same person throughout your life, or have you fundamentally changed?;Same person | Fundamentally changed | Mix;What changed you the most?;Identity continuity vs discontinuity.;Identity continuity noted.;identity_continuity;Hidden Contradiction;identity
TO99-0332;2.0;question;standard;14;relationships;1;3;3;Do you tend to say what you think, or choose your words carefully?;choice;Say what I think | Choose carefully | Mix;"Emotion;Control";"{""emotion"": 3, ""control"": 2}";"{""Emotion"":1,""control"":1}";;self_report;2;0;;profile_movement;2;percentage;visible;standard;What triggers you to shift?;"{""primary_percent"":28,""secondary_percent"":55}";;;Do you tend to say what you think, or choose your words carefully?;Say what I think | Choose carefully | Mix;What triggers you to shift?;Verbal expression style maps social awareness.;Expression style noted.;expression_style;Social Mirror;relationships
TO99-0333;2.0;question;rare;44;values;3;3;4;If you had to choose: a life fully lived but widely misunderstood, or a safe life that met all expectations?;choice;Fully lived | Safe and expected;"Emotion;Independence";"{""emotion"": 4, ""independence"": 3}";"{""Emotion"":2,""independence"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What does your hesitation, if any, reveal?;"{""primary_percent"":65,""secondary_percent"":35}";;;If you had to choose: a life fully lived but widely misunderstood, or a safe life that met all expectations?;Fully lived | Safe and expected;What does your hesitation, if any, reveal?;Authenticity vs recognition trade-off.;Authenticity trade-off measured.;authenticity_tradeoff;Moral Dilemma;values
TO99-0334;2.0;question;rare;51;identity;3;4;5;Is there something you were confident about at 20 that you are now uncertain about?;choice;Yes | No | I've replaced it with different certainties;"Emotion;Change";"{""emotion"": 5, ""change"": 4}";"{""Emotion"":2,""change"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What happened?;"{""primary_percent"":72,""secondary_percent"":18}";;;Is there something you were confident about at 20 that you are now uncertain about?;Yes | No | I've replaced it with different certainties;What happened?;Former certainty revision marks growth.;Former certainty revised.;former_certainty;Hidden Contradiction;identity
TO99-0335;2.0;question;rare;57;future;3;4;5;Is there a future you imagine that you haven't told anyone about because you're not sure you believe in it yet?;choice;Yes | No | I've told one person;"Curiosity;Security";"{""curiosity"": 5, ""security"": 4}";"{""curiosity"":2,""change"":2}";;self_report;3;2;;profile_movement;4;percentage;hidden;rare;What would it take to start believing?;"{""primary_percent"":58,""secondary_percent"":28}";;;Is there a future you imagine that you haven't told anyone about because you're not sure you believe in it yet?;Yes | No | I've told one person;What would it take to start believing?;The private future vision.;Private future vision detected.;private_future;Future Self;future
TO99-0336;2.0;question;rare;63;decisions;3;4;5;Do you make decisions more from what you want or from what you think you should want?;choice;What I want | What I should want | I can't always tell;"Emotion;Security";"{""emotion"": 5, ""security"": 4}";"{""Emotion"":2,""independence"":2}";;self_report;3;2;;profile_movement;4;percentage;hidden;rare;What does 'should' usually sound like?;"{""primary_percent"":38,""secondary_percent"":48}";;;Do you make decisions more from what you want or from what you think you should want?;What I want | What I should want | I can't always tell;What does 'should' usually sound like?;Authentic desire vs internalized ought.;Desire vs ought gap measured.;desire_vs_ought;Shadow Question;decisions
TO99-0337;2.0;question;rare;46;identity;3;3;4;Have you ever tried to be someone different for a long period — and believed it for a while?;choice;Yes | No | Maybe;"Emotion;Change";"{""emotion"": 4, ""change"": 3}";"{""Emotion"":2,""security"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What brought you back?;"{""primary_percent"":55,""secondary_percent"":32}";;;Have you ever tried to be someone different for a long period — and believed it for a while?;Yes | No | Maybe;What brought you back?;Extended self-performance leaves traces.;Extended persona noted.;extended_persona;Shadow Question;identity
TO99-0338;2.0;question;rare;59;relationships;3;4;5;Have you ever let someone down and never found a way to repair it?;choice;Yes | No | It's complicated;"Emotion;Security";"{""emotion"": 5, ""security"": 4}";"{""Emotion"":3,""connection"":2}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What stopped the repair?;"{""primary_percent"":60,""secondary_percent"":28}";;;Have you ever let someone down and never found a way to repair it?;Yes | No | It's complicated;What stopped the repair?;Unresolved guilt and connection.;Unrepaired breach detected.;unrepaired_breach;Memory Trace;relationships
TO99-0339;2.0;question;rare;67;fear;3;4;5;Is there a part of yourself that you would not show even in a relationship that felt completely safe?;choice;Yes | No | I'm not sure;"Emotion;Guardedness";"{""emotion"": 5, ""guardedness"": 4}";"{""Emotion"":3,""security"":3}";;self_report;3;2;;profile_movement;5;percentage;hidden;rare;What does that part need before it comes out?;"{""primary_percent"":52,""secondary_percent"":30}";;;Is there a part of yourself that you would not show even in a relationship that felt completely safe?;Yes | No | I'm not sure;What does that part need before it comes out?;The boundary beyond safety.;Beyond-safety boundary found.;beyond_safety;Secret Human;fear
TO99-0340;2.0;question;epic;74;identity;4;5;6;Is there a quality you've dismissed in others that you secretly recognize in yourself?;choice;Yes | No | Maybe;"Emotion;Consistency";"{""emotion"": 6, ""consistency"": 5}";"{""Emotion"":3,""security"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What made you dismiss it?;"{""primary_percent"":58,""secondary_percent"":25}";;;Is there a quality you've dismissed in others that you secretly recognize in yourself?;Yes | No | Maybe;What made you dismiss it?;Projection often begins with recognition.;Self-projected quality found.;self_projected;Hidden Contradiction;identity
TO99-0341;2.0;question;epic;80;values;4;5;6;Is there something you have chosen to be ignorant about — not accidentally, but deliberately?;choice;Yes | No | Maybe;"Security;Guardedness";"{""security"": 6, ""guardedness"": 5}";"{""security"":3,""Emotion"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What does that ignorance protect?;"{""primary_percent"":55,""secondary_percent"":28}";;;Is there something you have chosen to be ignorant about — not accidentally, but deliberately?;Yes | No | Maybe;What does that ignorance protect?;Deliberate unknowing as self-protection.;Chosen ignorance detected.;chosen_ignorance;Shadow Question;values
TO99-0342;2.0;question;epic;77;decisions;4;5;6;Have you ever known what the right decision was immediately — but spent weeks convincing yourself otherwise?;choice;Yes | No | The opposite;"Emotion;Consistency";"{""emotion"": 6, ""consistency"": 5}";"{""Emotion"":3,""control"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What was the convincing for?;"{""primary_percent"":62,""secondary_percent"":22}";;;Have you ever known what the right decision was immediately — but spent weeks convincing yourself otherwise?;Yes | No | The opposite;What was the convincing for?;Delayed acceptance of known truth.;First-knowing pattern noted.;first_knowing;Control Gate;decisions
TO99-0343;2.0;question;epic;83;relationships;4;5;7;Do you ever protect people by keeping things from them — and justify it as love?;choice;Yes | No | It's more complicated;"Emotion;Control";"{""emotion"": 7, ""control"": 6}";"{""Emotion"":3,""control"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What does the protection cost each person?;"{""primary_percent"":52,""secondary_percent"":32}";;;Do you ever protect people by keeping things from them — and justify it as love?;Yes | No | It's more complicated;What does the protection cost each person?;Protective withholding and its rationale.;Protective withholding noted.;protective_withholding;Moral Dilemma;relationships
TO99-0344;2.0;question;epic;71;fear;4;4;6;Is there something you're good at that you never let yourself fully enjoy because of what it would mean to claim it?;choice;Yes | No | I'm starting to;"Emotion;Security";"{""emotion"": 6, ""security"": 5}";"{""Emotion"":3,""independence"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would claiming it require?;"{""primary_percent"":55,""secondary_percent"":30}";;;Is there something you're good at that you never let yourself fully enjoy because of what it would mean to claim it?;Yes | No | I'm starting to;What would claiming it require?;Unclaimed capability pattern.;Unclaimed strength found.;unclaimed_strength;Secret Human;fear
TO99-0345;2.0;question;epic;86;identity;4;5;7;Is there a moment in your life that, if you could observe it from outside, would explain almost everything about you?;choice;Yes, I know it | Yes, but I avoid it | No single moment;"Emotion;Security";"{""emotion"": 7, ""security"": 6}";"{""Emotion"":4,""change"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would that observation reveal?;"{""primary_percent"":48,""secondary_percent"":32}";;;Is there a moment in your life that, if you could observe it from outside, would explain almost everything about you?;Yes, I know it | Yes, but I avoid it | No single moment;What would that observation reveal?;The formative moment.;Origin moment identified.;origin_moment;Threshold Card;identity
TO99-0346;2.0;question;legendary;90;decisions;5;5;8;Is there a decision you are aware you have been avoiding — not because you don't know the answer, but because the answer changes everything?;choice;Yes | No | There might be;"Emotion;Change";"{""emotion"": 8, ""change"": 7}";"{""Emotion"":5,""change"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What are you waiting for before you make it?;"{""primary_percent"":55,""secondary_percent"":28}";;;Is there a decision you are aware you have been avoiding — not because you don't know the answer, but because the answer changes everything?;Yes | No | There might be;What are you waiting for before you make it?;The known-but-avoided decision.;Deferred known decision found.;deferred_decision;Threshold Card;decisions
TO99-0347;2.0;question;legendary;97;identity;5;5;9;If you could be remembered for only one thing — not what you accomplished, but what you were — what would you choose?;choice;My honesty | My presence | My love;"Emotion;Independence";"{""emotion"": 9, ""independence"": 8}";"{""Emotion"":5,""independence"":3}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;How close are you to being that right now?;"{""primary_percent"":30,""secondary_percent"":42}";;;If you could be remembered for only one thing — not what you accomplished, but what you were — what would you choose?;My honesty | My presence | My love;How close are you to being that right now?;The core of how you want to be known.;Core identity aspiration found.;core_aspiration;Threshold Card;identity
TO99-0348;2.0;question;rare;43;morality;3;3;4;Do you ever catch yourself treating honesty as optional depending on who it would hurt?;choice;Yes | No | Probably;"Emotion;Consistency";"{""emotion"": 4, ""consistency"": 3}";"{""Emotion"":2,""security"":1}";;self_report;3;2;;profile_movement;4;percentage;visible;rare;What decides when it's optional?;"{""primary_percent"":65,""secondary_percent"":22}";;;Do you ever catch yourself treating honesty as optional depending on who it would hurt?;Yes | No | Probably;What decides when it's optional?;Selective honesty and its justification.;Selective honesty pattern noted.;selective_honesty;Moral Dilemma;morality
