content_id,theme,theme_description,curiosity_security,logic_emotion,independence_belonging,observation_action,present_future,spontaneity_control,pragmatism_idealism,stability_transformation,nature_technology,creator_builder,emotional_intensity,privacy_level,vulnerability_level,contradiction_probe,shadow_probe,mask_core_probe,relationship_relevance,option_A_strength,option_B_strength,option_C_strength,option_D_strength
semantic_v3_q0228,change_stability,Transformation versus stability,0.2968,-0.0681,0.0514,0.1441,0.204,-0.4162,0.1824,1.014,-0.0045,-0.1267,0.241,0.359,0.279,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0229,nature_technology,"Nature, technology and attention direction",0.1396,-0.2129,-0.0908,-0.1151,0.1365,0.0587,-0.0175,0.0045,1.0636,0.3013,0.223,0.278,0.241,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0230,creator_builder,Ideas versus execution,0.2478,-0.012,0.2319,0.3053,0.3238,0.2758,0.1634,0.0528,0.1795,0.7204,0.334,0.361,0.343,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0231,taboo_private,Private self-disclosure,0.2913,0.6643,0.2894,-0.1393,-0.003,0.0447,0.3033,0.1494,-0.0287,-0.1334,0.695,0.921,0.767,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0232,contradiction_probe,Conflict between declared and behavioral identity,0.2112,0.2664,-0.2033,0.0339,0.2359,0.251,0.4155,0.3699,-0.0333,-0.0296,0.457,0.107,0.345,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0233,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.0027,0.6871,0.6958,-0.0464,-0.0065,0.2648,0.4007,-0.2004,-0.1807,0.0253,0.772,0.831,0.791,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0234,solitude_social_energy,"Solitude, belonging and social recovery",-0.0507,0.2307,0.7282,-0.2432,-0.0066,0.3205,0.2136,-0.1695,0.3061,-0.0341,0.296,0.103,0.234,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0235,execution_pressure,"Pressure, performance and follow-through",0.1693,-0.4611,-0.2736,0.8611,0.3689,0.4532,-0.12,-0.0846,0.391,0.9885,0.604,0.245,0.489,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0236,moral_choice,Ethical tension and ideal/practical tradeoff,0.0979,0.3228,0.2321,0.0284,0.1782,0.017,0.9792,0.0801,0.0229,0.2986,0.56,0.321,0.484,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0237,attention_style,"Attention, novelty and depth",0.7921,0.1348,-0.1529,-0.2795,0.4666,-0.1826,0.4026,0.4526,0.1666,-0.3862,0.283,0.072,0.215,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0238,comfort_zone,"Stability, safety and familiar patterns",-0.8361,-0.0332,0.188,-0.3378,-0.4691,0.6125,-0.1775,-1.0337,-0.3572,0.2945,0.119,0.203,0.146,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0239,digital_nature_tension,Digital life versus natural grounding,0.2718,0.0373,-0.0533,-0.0189,0.2977,-0.0347,-0.0034,0.1503,1.0963,0.0663,0.23,0.105,0.19,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0240,identity_mask,"Self-presentation, masking and private core",0.1033,0.4099,0.4008,-0.1639,0.1565,0.1455,0.224,0.2149,-0.1184,-0.0937,0.412,0.79,0.533,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0241,risk_discovery,Curiosity vs security under uncertainty,0.9103,-0.034,-0.0179,0.2563,0.5097,-0.6792,0.0195,0.6807,-0.0809,0.0864,0.109,0.28,0.164,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0242,emotional_exposure,Emotional openness and disclosure,-0.1086,0.8247,0.3071,-0.1754,0.1425,-0.0067,0.3611,-0.0608,-0.3516,-0.0113,0.62,0.601,0.614,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0243,belonging_autonomy,"Belonging, independence, social alignment",0.1987,0.087,0.8783,-0.1535,0.1822,0.2346,0.0609,-0.0159,-0.058,-0.0613,0.176,0.254,0.201,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0244,act_or_observe,Action versus observation,0.0806,0.0021,-0.0535,0.8926,0.2448,-0.1633,0.0836,0.1279,-0.0795,0.3302,0.107,0.483,0.227,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0245,future_orientation,Future planning and long-range identity,0.1349,0.1409,-0.008,0.1133,1.1142,0.3324,0.2447,0.3438,0.1221,0.2746,0.4,0.334,0.379,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0246,control_spontaneity,"Control, planning, certainty",0.069,-0.0301,0.1785,-0.1891,0.1374,0.9093,-0.0842,-0.321,-0.0694,0.2259,0.293,0.076,0.224,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0247,values_idealism,Pragmatism versus ideals,0.3503,0.3061,0.0512,-0.2,0.2718,-0.0486,0.7235,0.0621,-0.0134,-0.1284,0.532,0.185,0.421,1,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0248,change_stability,Transformation versus stability,0.3535,-0.1285,0.049,0.2125,0.2614,-0.5294,0.1262,1.1046,0.2386,-0.0623,0.185,0.05,0.142,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0249,nature_technology,"Nature, technology and attention direction",0.1002,-0.091,0.0695,-0.0202,0.076,0.1948,0.1143,0.0355,0.6704,0.1195,0.355,0.313,0.342,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0250,creator_builder,Ideas versus execution,0.2052,-0.0904,-0.0219,0.2928,0.4272,0.2986,-0.0107,-0.0232,-0.0504,1.0867,0.246,0.37,0.286,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0251,taboo_private,Private self-disclosure,0.1011,0.7009,0.2292,-0.1195,-0.0126,0.2749,0.5218,0.2025,-0.1919,-0.1319,0.485,0.748,0.569,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0252,contradiction_probe,Conflict between declared and behavioral identity,0.1703,0.3924,-0.082,0.0632,0.2229,0.0646,0.3811,0.245,-0.1868,0.0459,0.532,0.05,0.378,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0253,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.0551,0.6831,0.6129,0.036,0.0169,0.2354,0.1666,-0.184,-0.1841,-0.0736,0.536,0.829,0.63,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0254,solitude_social_energy,"Solitude, belonging and social recovery",0.0832,0.1764,0.8307,-0.2717,0.2253,0.4893,-0.0415,-0.1814,0.0592,0.1116,0.251,0.128,0.212,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0255,execution_pressure,"Pressure, performance and follow-through",-0.0267,-0.3193,-0.0226,0.777,0.4621,0.4828,-0.297,-0.0093,0.0306,0.906,0.273,0.415,0.318,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0256,moral_choice,Ethical tension and ideal/practical tradeoff,0.1449,0.1667,-0.0212,0.1144,0.2903,0.0506,0.9371,-0.0068,-0.1021,0.1831,0.224,0.465,0.301,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0257,attention_style,"Attention, novelty and depth",0.7009,-0.1081,-0.0042,-0.4164,0.4886,0.0188,0.0334,0.3571,0.2358,-0.5513,0.241,0.189,0.224,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0258,comfort_zone,"Stability, safety and familiar patterns",-0.5979,0.0268,0.1919,-0.2355,-0.3909,0.679,-0.1862,-0.9669,-0.3318,0.2641,0.38,0.164,0.311,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0259,digital_nature_tension,Digital life versus natural grounding,0.0147,-0.1437,-0.1861,0.0094,0.2884,-0.1306,-0.118,-0.0022,0.8331,0.0668,0.334,0.421,0.362,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0260,identity_mask,"Self-presentation, masking and private core",0.1832,0.5412,0.382,0.035,0.1014,0.196,0.222,0.2196,-0.1172,-0.078,0.43,0.789,0.545,1,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0261,risk_discovery,Curiosity vs security under uncertainty,0.9936,-0.0242,0.0043,0.1405,0.1291,-0.5418,0.2888,0.4859,-0.0275,0.0792,0.284,0.278,0.282,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0262,emotional_exposure,Emotional openness and disclosure,0.0506,0.9765,0.2644,-0.2797,-0.0847,0.0602,0.3205,-0.0237,-0.2814,-0.1428,0.855,0.574,0.765,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0263,belonging_autonomy,"Belonging, independence, social alignment",0.0468,0.1759,0.8305,-0.1317,-0.1563,0.1445,0.0965,-0.0257,0.2783,0.1061,0.263,0.081,0.205,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0264,act_or_observe,Action versus observation,-0.092,-0.0706,0.1271,1.1124,0.1449,-0.1776,0.1189,-0.016,0.0233,0.343,0.319,0.259,0.3,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0265,future_orientation,Future planning and long-range identity,0.2173,0.0782,0.0658,0.1418,1.015,0.4917,0.2101,0.2696,0.0929,0.2016,0.17,0.279,0.205,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0266,control_spontaneity,"Control, planning, certainty",-0.1766,-0.0785,-0.0008,-0.038,0.1997,0.8777,-0.0794,-0.4608,0.007,0.2473,0.323,0.05,0.236,1,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0267,values_idealism,Pragmatism versus ideals,0.013,0.096,-0.0362,-0.1118,0.1287,0.0135,0.9174,0.1756,-0.2053,-0.1754,0.197,0.199,0.198,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0268,change_stability,Transformation versus stability,0.3069,0.1578,-0.0018,0.2057,0.2561,-0.514,0.192,0.9282,0.0292,-0.0182,0.31,0.533,0.381,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0269,nature_technology,"Nature, technology and attention direction",-0.0997,-0.0692,-0.0665,0.0338,0.1714,-0.0949,-0.0012,-0.0166,0.986,0.2543,0.306,0.243,0.286,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0270,creator_builder,Ideas versus execution,0.3027,0.1522,-0.1718,0.1466,0.3068,0.3275,0.1384,0.1011,0.0112,0.7028,0.426,0.101,0.322,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0271,taboo_private,Private self-disclosure,0.2398,0.6886,0.1788,-0.102,-0.1101,0.2053,0.2005,0.1868,-0.2412,0.0243,0.772,0.68,0.743,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0272,contradiction_probe,Conflict between declared and behavioral identity,-0.0145,0.3785,-0.0432,0.0101,0.2594,0.269,0.275,0.104,-0.0449,0.1524,0.57,0.423,0.523,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0273,relationship_boundaries,"Trust, intimacy and personal boundaries",0.0041,0.8101,0.6727,-0.1548,0.3291,0.4611,0.2225,-0.2583,-0.2046,-0.0295,0.563,0.924,0.679,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0274,solitude_social_energy,"Solitude, belonging and social recovery",0.131,0.3838,0.769,-0.4036,0.1395,0.247,0.1657,-0.2226,-0.1883,-0.142,0.466,0.437,0.457,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0275,execution_pressure,"Pressure, performance and follow-through",0.1747,-0.3157,-0.2871,0.7678,0.4679,0.5809,-0.4638,-0.1264,0.2251,1.0202,0.382,0.451,0.404,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0276,moral_choice,Ethical tension and ideal/practical tradeoff,0.1203,0.2942,0.154,0.0695,0.2746,0.0278,0.9916,0.1298,-0.1205,0.2387,0.539,0.05,0.383,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0277,attention_style,"Attention, novelty and depth",0.8185,-0.1517,-0.2206,-0.415,0.351,-0.124,0.0187,0.477,0.3145,-0.4368,0.486,0.263,0.415,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0278,comfort_zone,"Stability, safety and familiar patterns",-0.7259,0.0337,0.1878,-0.3689,-0.4816,0.6368,-0.0697,-0.8574,-0.1639,0.2956,0.416,0.396,0.41,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0279,digital_nature_tension,Digital life versus natural grounding,0.008,0.1464,0.2592,0.1526,0.1674,0.0429,0.0901,-0.137,0.717,0.1631,0.179,0.405,0.251,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0280,identity_mask,"Self-presentation, masking and private core",0.2083,0.5966,0.2016,0.0026,0.0454,0.3106,0.3192,0.1959,-0.2793,-0.1121,0.517,0.549,0.527,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0281,risk_discovery,Curiosity vs security under uncertainty,0.9818,-0.0132,0.0554,0.2373,0.568,-0.6123,0.158,0.8236,-0.0384,-0.0193,0.089,0.275,0.149,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0282,emotional_exposure,Emotional openness and disclosure,-0.217,0.7526,0.3676,-0.2749,-0.006,0.3638,0.3033,-0.1842,-0.2119,-0.0046,0.822,0.959,0.866,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0283,belonging_autonomy,"Belonging, independence, social alignment",0.073,0.3059,1.0502,-0.0789,-0.0847,0.2661,0.2763,-0.186,-0.0147,-0.0984,0.502,0.106,0.375,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0284,act_or_observe,Action versus observation,0.0274,-0.0336,0.0568,0.8918,0.2005,0.0102,-0.0836,0.0537,-0.1183,0.3784,0.324,0.128,0.261,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0285,future_orientation,Future planning and long-range identity,0.1371,0.0314,0.172,0.1037,0.9344,0.4169,0.3061,0.3254,0.1373,0.1495,0.271,0.05,0.2,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0286,control_spontaneity,"Control, planning, certainty",-0.1669,-0.1511,-0.0588,0.091,0.103,0.9654,-0.2346,-0.3913,-0.0269,0.1952,0.501,0.305,0.438,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0287,values_idealism,Pragmatism versus ideals,0.1685,0.0276,0.0808,0.085,0.1752,-0.3082,0.7901,0.3722,-0.2498,-0.0048,0.264,0.303,0.276,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0288,change_stability,Transformation versus stability,0.3582,0.0772,-0.0429,0.1424,0.1743,-0.3914,0.2171,0.9702,0.0939,-0.0741,0.275,0.245,0.265,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0289,nature_technology,"Nature, technology and attention direction",0.2312,-0.1088,-0.0325,0.088,-0.056,-0.0268,-0.1223,-0.1103,0.9932,0.3516,0.194,0.52,0.298,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0290,creator_builder,Ideas versus execution,0.2118,-0.0933,0.0109,0.2503,0.2741,0.2209,0.1619,0.062,0.2077,1.1647,0.162,0.387,0.234,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0291,taboo_private,Private self-disclosure,0.2327,0.527,0.262,-0.061,0.1407,0.5468,0.2357,0.0485,-0.0997,0.0135,0.434,0.841,0.564,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0292,contradiction_probe,Conflict between declared and behavioral identity,0.3224,0.351,-0.0586,0.0884,0.2173,0.1378,0.2606,0.3573,-0.07,-0.0344,0.497,0.234,0.413,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0293,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.2333,0.7331,0.6888,-0.1646,0.0885,0.3153,0.1769,-0.2098,-0.2446,0.026,0.496,0.946,0.64,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0294,solitude_social_energy,"Solitude, belonging and social recovery",-0.0658,0.2383,0.8093,-0.2897,-0.0105,0.3306,0.1625,-0.192,-0.1181,-0.1289,0.542,0.198,0.432,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0295,execution_pressure,"Pressure, performance and follow-through",0.0382,-0.2933,0.0171,0.4546,0.3179,0.4709,-0.1767,0.0094,0.2371,0.5632,0.556,0.558,0.557,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0296,moral_choice,Ethical tension and ideal/practical tradeoff,0.0774,0.3233,0.1488,-0.0506,0.0677,0.1606,0.844,0.2105,-0.2139,0.2766,0.367,0.216,0.319,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0297,attention_style,"Attention, novelty and depth",0.8251,-0.133,-0.128,-0.3775,0.4423,-0.1433,0.0979,0.5414,0.1836,-0.4956,0.303,0.05,0.222,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0298,comfort_zone,"Stability, safety and familiar patterns",-0.461,-0.106,0.1727,-0.1035,-0.4092,0.7,-0.0171,-0.5995,0.0398,0.4159,0.166,0.05,0.129,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0299,digital_nature_tension,Digital life versus natural grounding,0.1278,-0.001,0.2284,0.0584,0.1274,-0.0868,-0.1234,0.2569,1.1747,0.0879,0.214,0.068,0.167,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0300,identity_mask,"Self-presentation, masking and private core",0.2877,0.4523,0.3947,-0.0171,0.041,0.3857,0.1979,0.0519,-0.0482,-0.0942,0.527,0.85,0.63,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0301,risk_discovery,Curiosity vs security under uncertainty,0.8649,0.0673,-0.1564,-0.1112,0.3497,-0.5447,0.0789,0.8387,-0.0879,-0.1219,0.361,0.24,0.322,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0302,emotional_exposure,Emotional openness and disclosure,0.0025,1.043,0.3023,-0.2276,0.0148,0.0256,0.3683,0.1039,-0.1683,-0.4491,0.798,0.852,0.815,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0303,belonging_autonomy,"Belonging, independence, social alignment",0.0633,0.2063,1.1207,-0.0181,-0.0007,0.1297,0.2797,-0.0903,-0.1577,-0.1653,0.471,0.07,0.343,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0304,act_or_observe,Action versus observation,0.2165,0.0773,-0.1148,0.9561,0.2584,-0.1736,0.088,0.1807,-0.2252,0.2028,0.422,0.42,0.421,1,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0305,future_orientation,Future planning and long-range identity,0.1538,0.1014,0.0046,-0.0484,1.0199,0.3845,0.302,0.2646,0.2005,0.1942,0.215,0.145,0.193,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0306,control_spontaneity,"Control, planning, certainty",0.0143,0.2144,0.1091,-0.196,0.1305,0.8671,-0.0362,-0.1311,-0.1215,0.0655,0.477,0.391,0.449,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0307,values_idealism,Pragmatism versus ideals,0.0761,0.3484,0.0276,-0.1388,0.1716,-0.0377,0.91,0.1673,-0.2959,-0.2104,0.311,0.458,0.358,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0308,change_stability,Transformation versus stability,0.082,-0.052,0.0139,-0.1103,0.3158,-0.3243,0.0012,0.6283,0.1167,-0.0893,0.265,0.509,0.343,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0309,nature_technology,"Nature, technology and attention direction",0.1028,-0.0193,0.0594,-0.0788,0.2444,0.0415,-0.1419,0.0967,0.8955,0.1862,0.368,0.134,0.293,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0310,creator_builder,Ideas versus execution,0.1838,0.1208,0.0408,0.0809,0.2275,0.2081,0.0712,0.1127,-0.0188,1.0142,0.363,0.325,0.351,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0311,taboo_private,Private self-disclosure,0.077,0.8757,0.3136,-0.0228,-0.0363,0.197,0.2252,0.095,-0.0498,-0.2255,0.9,0.433,0.751,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0312,contradiction_probe,Conflict between declared and behavioral identity,0.1559,0.4255,-0.1961,0.0839,0.2265,0.2935,0.272,0.2798,-0.035,0.0421,0.653,0.204,0.509,1,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0313,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.1273,0.6349,0.7177,-0.2636,0.1428,0.3651,0.1442,-0.2619,-0.2004,0.0587,0.536,0.738,0.601,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0314,solitude_social_energy,"Solitude, belonging and social recovery",0.0407,0.2255,0.7593,-0.4554,0.0334,0.214,0.0831,-0.1113,-0.1251,-0.1119,0.331,0.522,0.392,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0315,execution_pressure,"Pressure, performance and follow-through",0.0002,-0.4872,-0.1036,0.9668,0.2992,0.6246,-0.5071,-0.0495,0.2693,0.9998,0.383,0.25,0.34,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0316,moral_choice,Ethical tension and ideal/practical tradeoff,0.1484,0.4926,0.1288,0.1789,0.3075,0.0523,0.9174,0.1516,-0.1624,0.1705,0.601,0.22,0.479,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0317,attention_style,"Attention, novelty and depth",0.5822,-0.0258,-0.0958,-0.3405,0.3265,-0.1145,0.5227,0.3005,0.3226,-0.482,0.261,0.339,0.286,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0318,comfort_zone,"Stability, safety and familiar patterns",-0.6769,0.0221,0.1596,-0.1859,-0.3218,0.7585,-0.2965,-0.8472,-0.262,0.192,0.41,0.367,0.396,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0319,digital_nature_tension,Digital life versus natural grounding,-0.0792,-0.1272,-0.0568,0.1156,0.0232,0.0086,-0.0757,-0.0171,0.8236,0.1634,0.428,0.519,0.457,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0320,identity_mask,"Self-presentation, masking and private core",0.1628,0.4582,0.3303,-0.0464,0.066,0.2449,0.1677,0.3739,0.021,-0.0936,0.623,0.811,0.683,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0321,risk_discovery,Curiosity vs security under uncertainty,0.9429,-0.0011,-0.1383,0.0601,0.3063,-0.309,0.3333,0.7493,-0.1251,-0.1404,0.111,0.408,0.206,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0322,emotional_exposure,Emotional openness and disclosure,-0.1809,0.8661,0.2049,-0.0837,0.0337,0.1985,0.3716,0.0477,-0.1095,-0.1782,0.761,0.566,0.699,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0323,belonging_autonomy,"Belonging, independence, social alignment",0.0871,0.1711,0.9912,-0.0822,-0.1391,0.2205,0.0331,-0.0417,-0.1378,0.1557,0.184,0.311,0.225,1,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0324,act_or_observe,Action versus observation,0.256,0.0958,0.0804,0.9207,0.3315,-0.1628,0.0641,0.1073,0.0023,0.2606,0.462,0.332,0.42,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0325,future_orientation,Future planning and long-range identity,0.2399,0.053,0.0327,0.1748,0.9675,0.4123,0.5238,0.1999,0.2223,0.2061,0.421,0.496,0.445,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0326,control_spontaneity,"Control, planning, certainty",-0.0606,-0.0527,0.1145,-0.1066,0.1649,0.8236,-0.2861,-0.1559,-0.026,0.186,0.152,0.389,0.228,0,1,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0327,values_idealism,Pragmatism versus ideals,-0.0834,-0.0275,-0.082,0.167,0.2525,0.0701,0.7893,0.0263,-0.0713,0.1245,0.232,0.548,0.333,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0328,change_stability,Transformation versus stability,0.3612,0.1657,0.2202,0.0713,0.241,-0.5062,0.1881,0.9795,0.08,-0.0934,0.38,0.3,0.354,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0329,nature_technology,"Nature, technology and attention direction",0.0899,-0.1596,-0.0737,0.0509,0.3251,-0.0826,-0.1318,-0.013,1.0106,0.0972,0.398,0.336,0.378,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0330,creator_builder,Ideas versus execution,0.3834,0.0309,0.1058,0.111,0.3621,-0.0669,-0.0308,0.0123,0.0943,0.9422,0.424,0.352,0.401,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0331,taboo_private,Private self-disclosure,0.1863,0.751,0.2066,-0.0694,0.1133,0.2999,0.3796,0.067,-0.0126,-0.0354,0.549,0.687,0.593,0,1,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0332,contradiction_probe,Conflict between declared and behavioral identity,0.3561,0.5558,-0.1466,0.2135,0.1772,0.1568,0.2197,0.3862,0.0293,-0.0821,0.59,0.405,0.531,1,0,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0333,relationship_boundaries,"Trust, intimacy and personal boundaries",-0.0502,0.6142,0.5745,0.2993,0.231,0.1577,0.144,0.018,-0.1526,0.0032,0.626,0.847,0.697,0,0,1,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0334,solitude_social_energy,"Solitude, belonging and social recovery",-0.1431,0.4324,0.75,-0.2035,0.0077,0.2339,0.1295,-0.0041,-0.194,-0.1031,0.344,0.121,0.273,0,0,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0335,execution_pressure,"Pressure, performance and follow-through",-0.0808,-0.3585,-0.1803,0.6945,0.3494,0.4646,-0.2267,0.011,0.476,0.6879,0.578,0.691,0.614,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0336,moral_choice,Ethical tension and ideal/practical tradeoff,-0.0612,0.3745,0.1215,0.2827,0.1595,-0.0463,0.9849,-0.1464,-0.1658,0.1787,0.532,0.332,0.468,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0337,attention_style,"Attention, novelty and depth",0.7092,-0.0842,-0.1604,-0.4781,0.4484,-0.0789,0.3123,0.4383,0.3724,-0.1525,0.371,0.483,0.407,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0338,comfort_zone,"Stability, safety and familiar patterns",-0.605,-0.0417,0.1436,-0.2449,-0.3955,0.7064,-0.1538,-0.9163,-0.2696,0.1891,0.197,0.351,0.246,0,1,0,1,1.0,0.36,-0.36,-1.0
semantic_v3_q0339,digital_nature_tension,Digital life versus natural grounding,0.0578,-0.0641,-0.3006,-0.0206,0.2365,0.0461,0.0801,0.1704,1.122,0.0202,0.309,0.245,0.289,0,0,0,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0340,identity_mask,"Self-presentation, masking and private core",0.1235,0.3482,0.125,-0.0551,-0.032,0.0373,0.3298,0.4458,-0.0082,-0.209,0.61,0.864,0.691,1,1,1,0,1.0,0.36,-0.36,-1.0
semantic_v3_q0341,risk_discovery,Curiosity vs security under uncertainty,0.6829,0.0259,0.0615,0.3201,0.3286,-0.2488,0.4345,0.5332,-0.0822,-0.1331,0.25,0.244,0.248,0,0,0,0,1.0,0.36,-0.36,-1.0
