question_id,language_pair_id,source_series,tier,mode,category_pl,category_en,question_pl,question_en,answer_type,primary_axis,secondary_axes,archetype_targets,archetype_oppositions,hidden_signal_targets,sensitivity_level,controversy_level,social_desirability_risk,rarity_weight,contradiction_pair_id,safety_label,statistic_source_label,reveal_template_ids,system_actions,hidden_events_policy,production_status,pattern_tags,pattern_signal_id,pattern_axis_direction,pattern_hidden_signal,pattern_confidence_weight,pattern_min_occurrences,reveal_dosing_policy,pattern_engine_status
Q1681,LP1681,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się zazdrość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When envy appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX01,AX04,A02,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1681,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1682,LP1682,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba bycia ważnym i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need to matter appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX02,AX06,A07,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1682,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1683,LP1683,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się lęk przed przeciętnością i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When fear of being ordinary appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX03,AX04,A10,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1683,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1684,LP1684,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się niechęć do cudzej słabości i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When discomfort with someone else’s weakness appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX04,AX06,A01,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1684,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""observation_before_commitment"", ""action_before_full_map""]",AX04_pattern_probe,AX04:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1685,LP1685,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ciche porównywanie się i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When quiet comparison appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX05,AX08,A05,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1685,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""present_before_projection"", ""future_before_present""]",AX05_pattern_probe,AX05:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1686,LP1686,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się wstyd po sukcesie i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When shame after success appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX06,AX10,A12,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1686,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1687,LP1687,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się satysfakcja z kontroli i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When satisfaction from control appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX07,AX03,A02,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1687,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""function_before_ideal"", ""meaning_before_action""]",AX07_pattern_probe,AX07:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1688,LP1688,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ukryta złość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When hidden anger appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX08,AX10,A07,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1688,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""continuity_before_change"", ""change_before_preservation""]",AX08_pattern_probe,AX08:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1689,LP1689,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ucieczka w zajętość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When escape into busyness appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX09,AX02,A10,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1689,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1690,LP1690,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba uznania i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need for recognition appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX10,AX04,A01,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1690,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1691,LP1691,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się zazdrość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When envy appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX01,AX03,A05,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1691,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1692,LP1692,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba bycia ważnym i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need to matter appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX02,AX04,A12,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1692,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1693,LP1693,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się lęk przed przeciętnością i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When fear of being ordinary appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX03,AX06,A02,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1693,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1694,LP1694,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się niechęć do cudzej słabości i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When discomfort with someone else’s weakness appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX04,AX08,A07,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1694,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""observation_before_commitment"", ""action_before_full_map""]",AX04_pattern_probe,AX04:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1695,LP1695,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ciche porównywanie się i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When quiet comparison appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX05,AX03,A10,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1695,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""present_before_projection"", ""future_before_present""]",AX05_pattern_probe,AX05:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1696,LP1696,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się wstyd po sukcesie i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When shame after success appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX06,AX08,A01,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1696,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1697,LP1697,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się satysfakcja z kontroli i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When satisfaction from control appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX07,AX10,A05,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1697,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""function_before_ideal"", ""meaning_before_action""]",AX07_pattern_probe,AX07:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1698,LP1698,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ukryta złość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When hidden anger appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX08,AX02,A12,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1698,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""continuity_before_change"", ""change_before_preservation""]",AX08_pattern_probe,AX08:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1699,LP1699,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ucieczka w zajętość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When escape into busyness appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX09,AX03,A02,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1699,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1700,LP1700,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba uznania i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need for recognition appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX10,AX02,A07,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1700,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1701,LP1701,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się zazdrość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When envy appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX01,AX04,A10,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1701,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1702,LP1702,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba bycia ważnym i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need to matter appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX02,AX06,A01,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1702,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1703,LP1703,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się lęk przed przeciętnością i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When fear of being ordinary appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX03,AX04,A05,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1703,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""autonomy_before_belonging"", ""belonging_before_independence""]",AX03_pattern_probe,AX03:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1704,LP1704,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się niechęć do cudzej słabości i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When discomfort with someone else’s weakness appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX04,AX06,A12,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1704,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""observation_before_commitment"", ""action_before_full_map""]",AX04_pattern_probe,AX04:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1705,LP1705,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ciche porównywanie się i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When quiet comparison appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX05,AX08,A02,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1705,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""present_before_projection"", ""future_before_present""]",AX05_pattern_probe,AX05:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1706,LP1706,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się wstyd po sukcesie i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When shame after success appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX06,AX10,A07,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1706,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""impulse_before_plan"", ""control_before_spontaneity""]",AX06_pattern_probe,AX06:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1707,LP1707,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się satysfakcja z kontroli i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When satisfaction from control appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX07,AX03,A10,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1707,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""function_before_ideal"", ""meaning_before_action""]",AX07_pattern_probe,AX07:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1708,LP1708,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ukryta złość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When hidden anger appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX08,AX10,A01,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1708,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""continuity_before_change"", ""change_before_preservation""]",AX08_pattern_probe,AX08:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1709,LP1709,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się ucieczka w zajętość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When escape into busyness appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX09,AX02,A05,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1709,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""body_before_system"", ""tool_before_instinct""]",AX09_pattern_probe,AX09:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1710,LP1710,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba uznania i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need for recognition appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX10,AX04,A12,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1710,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1711,LP1711,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się zazdrość i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When envy appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX01,AX03,A02,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1711,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q1712,LP1712,v5_safe_expansion,premium,uncomfortable,Niewygodne pytania,Uncomfortable questions,"Gdy pojawia się potrzeba bycia ważnym i nikt nie wymaga od Ciebie idealnej odpowiedzi, co robisz najpierw?","When the need to matter appears and nobody requires a perfect answer from you, what do you do first?",forced_choice,AX02,AX04,A07,,HP01|HP02|HP03,4,2,medium,1.18,,sensitive_but_non_clinical,estimated,RV5_uncomfortable_1712,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""proof_before_feeling"", ""feeling_before_proof""]",AX02_pattern_probe,AX02:bidirectional,HP01|HP02|HP03,1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
